g6	n	m	Q	bip	dist	phi	tf	mtf
K??FFAWXG}^_	12	24	12	3	7	000333112124	1	1
K??FF?^~Fw^_	12	29	12	2	0	111444223000	1	1
K??FF?^Fvw^_	12	28	12	4	0	111444223300	1	1
K??FCo]XVw^_	12	26	12	2	6	111441233200	1	1
K??F?~{~Fw^_	12	31	12	1	0	111444230000	1	1
K??Ffbo{Fw@}	12	28	12	2	0	000033111142	1	1
K??F~z{~Fw^_	12	36	12	0	0	000000111111	1	1
K?AA@BwNayRW	12	23	12	3	10	114111130022	1	1
K?AAFBwFrwVO	12	25	12	3	8	333111142022	1	1
K?AAF?^^BwVO	12	25	12	3	8	431111440220	1	1
K?AAF?^^DsFo	12	25	12	3	8	333111140220	1	1
K?AA@bHBrwVO	12	22	12	4	10	114411132200	1	1
K?AAFbo^Ds@{	12	25	12	3	6	111133300224	1	1
K?AEFBwFrwFo	12	26	12	4	6	331111442020	1	1
K?AEF@c}?vFo	12	24	12	4	9	444111333020	1	1
K?AEDqwMbwGm	12	25	12	3	6	431113300024	1	1
K?AEFrwNbw^?	12	28	12	2	3	200003311441	1	1
K?AEFo}^BwN_	12	28	12	2	5	300002241111	1	1
K?AEAJw^@uFo	12	25	12	3	7	441111330022	1	1
K?AEAJw^@uFW	12	25	12	4	5	441114330022	1	1
K?ABBBoerw@{	12	24	12	4	8	300333114240	1	1
K?ABBBwerwBw	12	25	12	5	5	144111330202	1	1
K?ABF@c}?}RS	12	24	12	4	8	133111444200	1	1
K?ABFAYFvoN_	12	25	12	4	7	333111440022	1	1
K?ABFAYFrwN_	12	25	12	4	6	244111332200	1	1
K?ABFAYFrwBw	12	25	12	3	6	144222001131	1	1
K?ABCf_}BYBs	12	24	12	4	9	444111343002	1	1
K?ABCc]ZVo^?	12	25	12	4	7	311314044022	1	1
K?ABCc]ZRw^?	12	25	12	3	9	411444233000	1	1
K?ABCvo{Bw@u	12	25	12	3	8	411133000024	1	1
K?AFF?^^Fo^?	12	27	12	3	4	000331112444	1	1
K?AFF?^^FoBw	12	27	12	4	3	444222001331	1	1
K?AFE_]JVoN_	12	25	12	3	9	244411332200	1	1
K?AFCo]XVoN_	12	25	12	3	9	111441233200	1	1
K?AF?~w}Bw^?	12	28	12	2	4	000224431111	1	1
K?AF?~w}BwN_	12	28	12	2	5	200003141144	1	1
K?BE@bH{@{@y	12	24	12	4	8	003311141420	1	1
K?BE@bHBvoFo	12	24	12	4	8	441113310202	1	1
K?BEFo}}@{^?	12	29	12	4	0	220003314141	1	1
K?BDB?{Ucq^?	12	23	12	3	12	444113330000	1	1
K?BDB?{UcqF_	12	22	12	4	10	440220441331	1	1
K?BDF?{UfoBw	12	25	12	4	8	444113330002	1	1
K?BD@j_QvoBs	12	24	12	4	11	444113323002	1	1
K?BD@g]UeQ^?	12	24	12	4	10	414113342200	1	1
K?BD@g]Qvo^?	12	25	12	5	9	414113332200	1	1
K?BD@w{Ufo^?	12	26	12	3	6	220003144111	1	1
K?BD@xY}Fo^?	12	27	12	2	6	200003344111	1	1
K?BD?{{Ufo^?	12	26	12	4	6	222003344411	1	1
K?BFF?{}?}^?	12	27	12	3	4	000224441131	1	1
K?B@`zo{ES@u	12	25	12	3	8	114422030021	1	1
K?B@hzI}Fo^?	12	28	12	3	3	002204334111	1	1
K?`@F@wlEcBw	12	23	12	4	12	222411113330	1	1
K?`@F?{UckBw	12	23	12	3	12	333111140000	1	1
K?`DFAsNAsBw	12	24	12	4	9	202414113300	1	1
K?`FE`wl?{Dg	12	24	12	4	12	000022441133	1	1
K?`FAo]]DgSg	12	24	12	4	12	000220433114	1	1
K?r@`boN?^WY	12	26	12	4	7	221133000241	1	1
