g6	n	m	Q	bip	dist	phi	tf	mtf
IUKoWZBoO	10	18	10	3	2	2211004433	1	0
IUKoWZAoo	10	18	10	3	2	2211004433	1	0
IUKoWZBo_	10	18	10	3	2	2211004433	1	0
I[KoWYBoo	10	18	10	3	2	3344001122	1	0
I[KoWZB_o	10	18	10	3	2	3344001122	1	0
I[CoWZBoo	10	18	10	2	2	2233440011	1	0
I[KOWZBoo	10	18	10	2	2	2233440011	1	0
I[GoWZBoo	10	18	10	3	2	4433221100	1	0
I[K_WZBoo	10	18	10	3	2	4433221100	1	0
I[KoGZBoo	10	18	10	3	2	4433221100	1	0
I[KoWJBoo	10	18	10	3	2	4433221100	1	0
I[KoOZBoo	10	18	10	3	2	4433221100	1	0
I[KoWRBoo	10	18	10	3	2	4433221100	1	0
I[KoWZ@oo	10	18	10	3	2	2211004433	1	0
I[KoWZBoO	10	18	10	3	2	2211004433	1	0
I[KoWZAoo	10	18	10	3	2	2211004433	1	0
I[KoWZBo_	10	18	10	3	2	2211004433	1	0
I]KoWYB_o	10	18	10	2	2	0011223344	1	0
I]CoWYBoo	10	18	10	3	2	3344001122	1	0
I]KOWYBoo	10	18	10	3	2	3344001122	1	0
I]GoWYBoo	10	18	10	3	2	3344001122	1	0
I]K_WYBoo	10	18	10	3	2	3344001122	1	0
I]KoGYBoo	10	18	10	3	2	0011223344	1	0
I]KoWIBoo	10	18	10	3	2	0011223344	1	0
I]KoOYBoo	10	18	10	3	2	0011223344	1	0
I]KoWQBoo	10	18	10	3	2	0011223344	1	0
I]KoWY@oo	10	18	10	3	2	2211004433	1	0
I]KoWYBoO	10	18	10	2	2	2211004433	1	0
I]KoWYAoo	10	18	10	3	2	2211004433	1	0
I]KoWYBo_	10	18	10	2	2	2211004433	1	0
I]CoWZB_o	10	18	10	3	2	3344001122	1	0
I]KOWZB_o	10	18	10	3	2	3344001122	1	0
I]GoWZB_o	10	18	10	3	2	3344001122	1	0
I]K_WZB_o	10	18	10	3	2	3344001122	1	0
I]KoGZB_o	10	18	10	3	2	0011223344	1	0
I]KoWJB_o	10	18	10	3	2	0011223344	1	0
I]KoOZB_o	10	18	10	3	2	0011223344	1	0
I]KoWRB_o	10	18	10	3	2	0011223344	1	0
I]KoWZ@_o	10	18	10	2	2	2211004433	1	0
I]KoWZB_O	10	18	10	3	2	2211004433	1	0
I]KoWZA_o	10	18	10	2	2	2211004433	1	0
I]KoWZB__	10	18	10	3	2	2211004433	1	0
I]COWZBoo	10	18	10	2	2	0011223344	1	0
I]?oWZBoo	10	18	10	2	2	0044132211	1	0
I]C_WZBoo	10	18	10	2	2	0044332211	1	0
I]CoGZBoo	10	18	10	3	2	0011223344	1	0
I]CoWJBoo	10	18	10	3	2	0011223344	1	0
I]CoOZBoo	10	18	10	2	2	0011223344	1	0
I]CoWRBoo	10	18	10	2	2	0011223344	1	0
I]CoWZ@oo	10	18	10	3	2	0011223344	1	0
I]CoWZBoO	10	18	10	3	2	0011223344	1	0
I]CoWZAoo	10	18	10	3	2	0011223344	1	0
I]CoWZBo_	10	18	10	3	2	0011223344	1	0
I]GOWZBoo	10	18	10	2	2	0044332211	1	0
I]K?WZBoo	10	18	10	2	2	0044312211	1	0
I]KOGZBoo	10	18	10	2	2	0011223344	1	0
I]KOWJBoo	10	18	10	2	2	0011223344	1	0
I]KOOZBoo	10	18	10	3	2	0011223344	1	0
I]KOWRBoo	10	18	10	3	2	0011223344	1	0
I]KOWZ@oo	10	18	10	3	2	0011223344	1	0
I]KOWZBoO	10	18	10	3	2	0011223344	1	0
I]KOWZAoo	10	18	10	3	2	0011223344	1	0
I]KOWZBo_	10	18	10	3	2	0011223344	1	0
I]G_WZBoo	10	18	10	2	2	0011223344	1	0
I]GoGZBoo	10	18	10	3	2	0011223344	1	0
I]GoWJBoo	10	18	10	3	2	0011223344	1	0
I]GoOZBoo	10	18	10	2	2	0011223344	1	0
I]GoWRBoo	10	18	10	2	2	0011223344	1	0
I]GoWZ@oo	10	18	10	3	2	0011223344	1	0
I]GoWZBoO	10	18	10	3	2	0011223344	1	0
I]GoWZAoo	10	18	10	3	2	0011223344	1	0
I]GoWZBo_	10	18	10	3	2	0011223344	1	0
I]K_GZBoo	10	18	10	2	2	0011223344	1	0
I]K_WJBoo	10	18	10	2	2	0011223344	1	0
I]K_OZBoo	10	18	10	3	2	0011223344	1	0
I]K_WRBoo	10	18	10	3	2	0011223344	1	0
I]K_WZ@oo	10	18	10	3	2	0011223344	1	0
I]K_WZBoO	10	18	10	3	2	0011223344	1	0
I]K_WZAoo	10	18	10	3	2	0011223344	1	0
I]K_WZBo_	10	18	10	3	2	0011223344	1	0
I]KoGJBoo	10	18	10	2	2	0011023344	1	0
I]Ko?ZBoo	10	18	10	2	2	0011220344	1	0
I]KoGRBoo	10	18	10	2	2	0011223344	1	0
I]KoGZ@oo	10	18	10	3	2	0011223344	1	0
I]KoGZBoO	10	18	10	3	2	0011223344	1	0
I]KoGZAoo	10	18	10	2	2	0011223344	1	0
I]KoGZBo_	10	18	10	2	2	0011223344	1	0
I]KoOJBoo	10	18	10	2	2	0011223344	1	0
I]KoWBBoo	10	18	10	2	2	0011223044	1	0
I]KoWJ@oo	10	18	10	2	2	0011223344	1	0
I]KoWJBoO	10	18	10	2	2	0011223344	1	0
I]KoWJAoo	10	18	10	3	2	0011223344	1	0
I]KoWJBo_	10	18	10	3	2	0011223344	1	0
I]KoORBoo	10	18	10	2	2	0011203344	1	0
I]KoOZ@oo	10	18	10	3	2	0011223344	1	0
I]KoOZBoO	10	18	10	3	2	0011223344	1	0
I]KoOZAoo	10	18	10	2	2	0011223344	1	0
I]KoOZBo_	10	18	10	2	2	0011223344	1	0
I]KoWR@oo	10	18	10	2	2	0011223344	1	0
I]KoWRBoO	10	18	10	2	2	0011223344	1	0
I]KoWRAoo	10	18	10	3	2	0011223344	1	0
I]KoWRBo_	10	18	10	3	2	0011223344	1	0
I]KoWZ@oO	10	18	10	2	2	0011221344	1	0
I]KoWZ?oo	10	18	10	2	2	0011223314	1	0
I]KoWZ@o_	10	18	10	2	2	0011223344	1	0
I]KoWZAoO	10	18	10	2	2	0011223344	1	0
I]KoWZBo?	10	18	10	2	2	0011223341	1	0
I]KoWZAo_	10	18	10	2	2	0011223144	1	0
