g6	n	m	Q	bip	dist	phi	tf	mtf
M??????wF?B~~w~w?	14	32	14	2	0	44411111133200	1	1
M??????wF?B~F}~w?	14	31	14	3	0	33311111144002	1	1
M??????wE_B}Jy~w?	14	29	14	2	6	44111111133220	1	1
M??????wF_B}B}~w?	14	30	14	3	3	22224444411003	1	1
M??????wCoB}Xy~w?	14	29	14	2	8	41144111143020	1	1
M??????wEoC|F{~w?	14	29	14	2	8	44111111133220	1	1
M??????wCwK\F{~w?	14	29	14	2	8	41144411113200	1	1
M??????w?wb}wy~w?	14	30	14	3	7	11144411123020	1	1
M??????w?{{LF{~w?	14	30	14	3	5	44411111132320	1	1
M??????w?~~{~w~w?	14	37	14	1	0	44411111132000	1	1
M??????w?~b}~w~w?	14	35	14	2	0	44411111132200	1	1
M??????w?~b}F{~w?	14	33	14	3	0	33311111140002	1	1
M??????{F_]?B~~w?	14	29	14	3	0	11113333300042	1	1
M??????{F_@~~w~w?	14	33	14	2	0	44441111133200	1	1
M??????{F_@~B}~w?	14	31	14	4	0	00003333311224	1	1
M??????{FO@}Dy~w?	14	29	14	2	6	44411111133220	1	1
M??????{EW@}Ky~w?	14	29	14	2	10	44111111133220	1	1
M??????{C[@}[Y~w?	14	29	14	2	8	14441111132230	1	1
M??????{?]`}{I~w?	14	30	14	3	3	11114444123320	1	1
M??????{?^~{~w~w?	14	37	14	1	0	44441111132000	1	1
M??????{?^`}~w~w?	14	34	14	2	0	11114444423300	1	1
M??????}Fo^?@~~w?	14	31	14	3	0	11111333300042	1	1
M??????~~~^{~w~w?	14	45	14	0	0	11111111100000	1	1
M????A?OF?B~^wns?	14	29	14	3	6	33300000002144	1	1
M????A?OF_@~^wns?	14	29	14	3	6	33330000002144	1	1
M????A?OFo?~^wns?	14	29	14	3	6	11111444442300	1	1
M????A?OF}F}^wns?	14	34	14	2	5	14111111130202	1	1
M????A?oDoG|~oN{?	14	29	14	3	8	20222000003411	1	1
M????A?oF}^wN{^w?	14	35	14	2	3	44111111330020	1	1
M????A?oF}F}^w^w?	14	35	14	2	4	44111111130200	1	1
M????A?oA@^w^wNu?	14	29	14	3	5	44111111433002	1	1
M????A?oB@Rx~oN{?	14	29	14	3	7	44111111334002	1	1
M????A?oB`Px~oN{?	14	29	14	3	8	02220000203411	1	1
M????A?WF?RyF}^w?	14	29	14	3	6	22244444411003	1	1
M????A?WF_RyB}^w?	14	29	14	4	8	03300000022114	1	1
M????A?WC_b}Zy~o?	14	29	14	3	8	14411111134200	1	1
M????A?WCob}Xy~o?	14	29	14	4	8	41144111143020	1	1
M????A?WCwk\F{~o?	14	29	14	4	8	14411144412300	1	1
M????A?WC}b}~o^w?	14	33	14	3	5	14411111132200	1	1
M????A?wF?B~^w~o?	14	31	14	3	3	33311111144022	1	1
M????A?wCoB}Xy~o?	14	29	14	3	10	30000000222114	1	1
M????A?wCwK\F{~o?	14	29	14	3	10	20022200003411	1	1
M????A?wB@B}fq~o?	14	29	14	3	8	14411111133220	1	1
M????A?wB@Bz~o^w?	14	30	14	3	5	44411111433200	1	1
M????A?wB@BzF{~o?	14	29	14	4	6	22244444111003	1	1
M????A?wB`PxF{~o?	14	29	14	3	10	02220000203411	1	1
M????A?wB`@zF{~o?	14	29	14	4	8	22224444211003	1	1
M????A?w?~n{~o~o?	14	35	14	2	4	44411111132000	1	1
M????A?w?~n{^w~o?	14	35	14	2	4	44411111132000	1	1
M????A?w?~b}^w~o?	14	34	14	3	3	33311111140022	1	1
M????A?[F_PyB}^w?	14	29	14	4	6	22224444411003	1	1
M????A?[CW`}[y~o?	14	29	14	4	10	02220000032411	1	1
M????A?[C[mLB{~o?	14	29	14	4	8	02220000034341	1	1
M????A?[C]`}~o^w?	14	32	14	3	5	14441111132200	1	1
M????A?{F_@~~o^w?	14	32	14	3	3	44441111133200	1	1
M????A?{C[@}[Y~o?	14	29	14	3	10	14441111132230	1	1
M????A?{B`@}bq~o?	14	29	14	3	8	14441111133220	1	1
M????A?{B`@}Bu~o?	14	29	14	4	6	11114444122330	1	1
M????A?{B`@z~o^w?	14	31	14	3	5	44441111433200	1	1
M????A?{?^n{~o~o?	14	35	14	2	4	44441111132000	1	1
M????A?{?^n{^w~o?	14	35	14	2	4	44441111132000	1	1
M????A?{?^`}^w~o?	14	33	14	3	3	33331111140022	1	1
M????A?~v}^w~o^w?	14	41	14	1	0	41111111300002	1	1
M????A?~v}^w^w^w?	14	41	14	1	0	41111111300022	1	1
M????B?oF_@~~oN{?	14	31	14	4	5	33111111444020	1	1
M????B?oDoGx~oN{?	14	29	14	3	9	44111111330002	1	1
M????B?oFo?~~oN{?	14	31	14	5	7	33111111442020	1	1
M????B?oF}F}~o~o?	14	36	14	2	0	44111111330200	1	1
M????B?oF}F}~oN{?	14	36	14	4	0	33111111442020	1	1
M????B?gB?F{Vsfq?	14	27	14	3	10	34411111443002	1	1
M????B?g@`B}Ru~o?	14	29	14	4	9	30300000222114	1	1
M????B?g@pGzF{~o?	14	29	14	4	10	00222000203411	1	1
M????B?g@~F{Vs~o?	14	33	14	3	6	44111111342200	1	1
M????B?g@~Jy~o~o?	14	34	14	2	6	41111111332200	1	1
M????B?g?~f{Vs~o?	14	33	14	3	6	33311111440002	1	1
M????B?wF?F{~oF}?	14	31	14	4	4	33311111444020	1	1
M????B?wE_B}Jy~o?	14	30	14	4	6	33111111444002	1	1
M????B?wEoC|F{~o?	14	30	14	4	8	00333333111224	1	1
M????B?w@pWxF{~o?	14	30	14	4	9	00033333110424	1	1
M????B?w@p?zF{~o?	14	29	14	4	10	44411111332220	1	1
M????B?w@~F{F{~o?	14	34	14	3	4	33111111440002	1	1
M????B?w@~B}~o~o?	14	35	14	3	3	33111111440022	1	1
M????B?w@~B}F{~o?	14	34	14	3	3	33311111440002	1	1
M????B?KF_@~Nwrs?	14	29	14	4	10	33330000002144	1	1
M????B?K@`@}ru~o?	14	29	14	3	8	11331111144002	1	1
M????B?K@p@}pu~o?	14	29	14	4	10	11444111413020	1	1
M????B?K@xWZB{~o?	14	29	14	5	10	44111144142300	1	1
M????B?K?X}XNwrs?	14	29	14	4	10	00003300332144	1	1
M????B?K?\}HNwrs?	14	29	14	5	10	44441114112300	1	1
M????B?K?^f{rs~o?	14	32	14	4	8	11441111132020	1	1
M????B?kD_HzNw~o?	14	30	14	3	6	41441111133200	1	1
M????B?kB_HybqNw?	14	27	14	3	12	33441111433220	1	1
M????B?k@p@}Pu~o?	14	29	14	5	10	24222444211003	1	1
M????B?kAW`}Ky~o?	14	29	14	5	12	14114411123020	1	1
M????B?kA]f{~o~o?	14	34	14	2	7	41441111132000	1	1
M????B?kA]f{Nw~o?	14	33	14	3	8	41441111432000	1	1
M????B?kA]hyNw~o?	14	32	14	3	6	41441111432200	1	1
M????B?k?^hyNw~o?	14	32	14	4	7	41441111132200	1	1
M????B?{F_@~Nw~o?	14	32	14	4	5	44441111133200	1	1
M????B?{EW@}Ky~o?	14	30	14	4	10	44111111333220	1	1
M????B?{?^f{~o~o?	14	35	14	3	5	44111111332200	1	1
M????B?{?^f{Nw~o?	14	34	14	3	6	44111111332220	1	1
M????B?{?^`}Nw~o?	14	33	14	4	5	33331111440002	1	1
M????B?M@p?}pu~o?	14	29	14	4	8	11444111233220	1	1
M????B?M?Nfcot~o?	14	29	14	5	9	22000022343431	1	1
M????B?M?NwyNw~o?	14	31	14	4	8	11444111132200	1	1
M????B?M?N~@psNw?	14	29	14	5	10	11444111132320	1	1
M????B?mDoGzNw~o?	14	31	14	3	6	41444111133200	1	1
M????B?mCMGy]ANw?	14	27	14	3	12	11111444123320	1	1
M????B?mAMf{~o~o?	14	34	14	2	7	14111444123000	1	1
M????B?mAMf{Nw~o?	14	33	14	3	8	14111444123000	1	1
M????B?KN?B|rs~o?	14	30	14	4	7	44411111343200	1	1
M????B?KN?@zFy~o?	14	29	14	4	8	22244444111003	1	1
M????B?KN_@|rs~o?	14	30	14	4	8	44441111343200	1	1
M????B?KN_@|rsNw?	14	29	14	4	10	22114444121030	1	1
M????B?KN_@|Bu~o?	14	29	14	5	7	00003333111224	1	1
M????B?KG\]HrsNw?	14	29	14	4	12	00002220203411	1	1
M????B?KH~Xy~o~o?	14	35	14	3	6	11441111430200	1	1
M????B?KH~XyNw~o?	14	34	14	3	5	44111111342020	1	1
M????B?MN_@|ps~o?	14	30	14	4	10	44441111343200	1	1
M????B?MLoGzNw~o?	14	31	14	4	7	41444111433200	1	1
M????B?MHpF{pu~o?	14	32	14	4	5	11444111433020	1	1
M????B?MGNOy]B~o?	14	29	14	5	8	03333000021124	1	1
M????B?MGNWy}A~o?	14	30	14	4	11	11111444223020	1	1
M????B?MGNWy}ANw?	14	29	14	4	12	11444111132230	1	1
M????B?MMMf{~o~o?	14	35	14	3	6	11444111232000	1	1
M????B?MMMf{Nw~o?	14	34	14	3	7	33111111402002	1	1
M????B?MMMwyNw~o?	14	33	14	4	5	44111444123300	1	1
M????B?N~}^w~o~o?	14	41	14	1	0	44111111320000	1	1
M????B?Nx~^w~o~o?	14	40	14	2	0	44111111322000	1	1
M????B?Nx~F{~o~o?	14	39	14	2	0	33111111400022	1	1
M????B?Nx~F{Nw~o?	14	38	14	2	0	33111111400002	1	1
M????B_wF?^wF}~o?	14	33	14	3	0	44411111333020	1	1
M????B_wF_B}B}~o?	14	32	14	4	3	22244444111003	1	1
M????B_wCoKxF{~o?	14	30	14	3	8	44411111331020	1	1
M????B_wCwKXF{~o?	14	30	14	3	9	00033333112124	1	1
M????B_w?x{XF{~o?	14	32	14	5	5	44411111332320	1	1
M????B_w?~~w~o~o?	14	37	14	2	0	44411111332000	1	1
M????B_w?~b}~o~o?	14	36	14	4	0	44411111332200	1	1
M????B_w?~b}F{~o?	14	35	14	3	0	33311111440002	1	1
M????B_sF?DyFy~o?	14	30	14	3	7	33311111444002	1	1
M????B_s?~B{Js~o?	14	32	14	3	7	33311111440002	1	1
M????B_s?~Dy~o~o?	14	34	14	2	6	22000000334411	1	1
M????B_s?^b{Js~o?	14	32	14	4	6	44441111332220	1	1
M????B_{F_B{B}~o?	14	32	14	4	4	22224444111003	1	1
M????B_{FO@}Dy~o?	14	31	14	4	6	22244444111003	1	1
M????B_{?~@}~o~o?	14	35	14	3	3	44411111332200	1	1
M????B_{?~@}Fw~o?	14	33	14	4	4	44411111332220	1	1
M????B_{?^`}Fw~o?	14	33	14	4	3	44442222001113	1	1
M????B_eCMN@FwXs?	14	27	14	3	16	22222444110100	1	1
M????B_e?x?}Wu~o?	14	29	14	5	11	41144411233220	1	1
M????B_e?~Ky~o~o?	14	34	14	2	9	41144111230200	1	1
M????B_e?~KyFw~o?	14	32	14	3	8	44411111342020	1	1
M????B_e?Nb{Xs~o?	14	31	14	4	10	44411111312200	1	1
M????B_uEoCzFw~o?	14	31	14	3	8	44144111133200	1	1
M????B_fCwB{Wu~o?	14	31	14	3	8	41144411133020	1	1
M????B_fBEb{~o~o?	14	34	14	2	8	14411111323200	1	1
M????B_fBEb{Fw~o?	14	32	14	3	9	44411111300220	1	1
M????B_FN_[YBy~o?	14	31	14	4	8	11144444232230	1	1
M????B_FG~B{ws~o?	14	33	14	4	6	33311111400022	1	1
M????B_FG~[Y~o~o?	14	35	14	3	5	44411111322300	1	1
M????B_F~}^w~o~o?	14	41	14	1	0	44411111320000	1	1
M????B_Fw~^w~o~o?	14	39	14	2	0	44411111322000	1	1
M????B_Fw~B{~o~o?	14	37	14	3	0	33311111400022	1	1
M????Bo{F_]?~oB~?	14	32	14	4	0	00003333111142	1	1
M????Bo{F_@~~o~o?	14	35	14	3	0	11113333000422	1	1
M????Bo{F_@~B}~o?	14	34	14	4	0	00003333111224	1	1
M????Bo{EWEXB{~o?	14	31	14	3	9	44441111330020	1	1
M????Bo{C[MHB{~o?	14	31	14	3	7	44441111332320	1	1
M????Bo{?^~w~o~o?	14	38	14	2	0	44441111332000	1	1
M????Bo{?^`}~o~o?	14	36	14	4	0	11114444223300	1	1
M????BorEE@{KsNA?	14	27	14	3	18	44222222000111	1	1
M????Bor?^EY~o~o?	14	34	14	2	9	11441144020300	1	1
M????Bob_^MI~o~o?	14	34	14	2	6	11114441233200	1	1
M????BoB~}^w~o~o?	14	41	14	1	0	11114444230000	1	1
M????Bw}Fo^?@~~o?	14	35	14	3	0	11111333000042	1	1
M????B~~v}^w~o~o?	14	48	14	0	0	11111111000000	1	1
M???C@?GF{F{Vsfk?	14	31	14	3	10	11411111130022	1	1
M???C@?wF{B}^ong?	14	33	14	3	8	33311111142022	1	1
M???C@?w@BBr^ong?	14	28	14	4	10	44411114433200	1	1
M???C@?w?~nw^ong?	14	33	14	3	8	43111111440220	1	1
M???C@?w?~nwngNw?	14	33	14	3	8	33311111140220	1	1
M???C@?w?~b}^ong?	14	33	14	3	6	33311111140022	1	1
M???C@?KE[`}^ong?	14	30	14	4	10	11441111132200	1	1
M???C@?{F_NwngB}?	14	31	14	4	6	11113333300224	1	1
M???C@?{?^~o^ong?	14	33	14	3	8	44441111132000	1	1
M???C@?{?^nw^ong?	14	33	14	3	8	44441111132000	1	1
M???C@?{?^nwngNw?	14	33	14	3	8	44441111132000	1	1
M???C@?{?^`}^ong?	14	32	14	4	6	33331111140022	1	1
M???C@?MEK_}^ong?	14	29	14	4	10	44111444423300	1	1
M???C@?~`~Nwng~_?	14	37	14	2	6	44111113302000	1	1
M???CB?wF{B}^oNw?	14	34	14	4	6	33111111442020	1	1
M???CB?wBA^oFmNw?	14	30	14	5	9	33311111444200	1	1
M???CB?{Ba@v~_Nw?	14	31	14	5	9	44441114133200	1	1
M???CB?{@b@}ra^o?	14	30	14	5	12	03113331110242	1	1
M???CB?{?^f{~_^o?	14	34	14	4	8	44441111332000	1	1
M???CB?mDoGz~_Nw?	14	31	14	4	8	13111333300422	1	1
M???CB?m@pGz~_Nw?	14	31	14	5	9	13111333100422	1	1
M???CB?mAM~o~_Nw?	14	33	14	3	10	14111444123000	1	1
M???CB?mAM~o^oNw?	14	33	14	3	10	34111444423000	1	1
M???CB?mAM~oNwNw?	14	33	14	4	9	33111114423200	1	1
M???CB?~f{^oNw^o?	14	38	14	2	3	41111113300022	1	1
M???CB?~f{F{^o^o?	14	38	14	2	4	41111113300222	1	1
M???CB?~f{F{Nw^o?	14	38	14	3	3	33111114422000	1	1
M???CB?~`~Nw^o^o?	14	38	14	2	5	44111111302000	1	1
M???CB?OV{^oNwnc?	14	33	14	3	6	44111113330020	1	1
M???CB?OV{NwNkNw?	14	33	14	3	7	44111111330022	1	1
M???CB?OV{NwNkNk?	14	33	14	4	5	44111114330022	1	1
M???CB?WS{~o~_Nw?	14	33	14	3	8	44111113330002	1	1
M???CB?WS{~o^oNw?	14	33	14	3	9	34411114432000	1	1
M???CB?WS{~oNwNw?	14	33	14	4	7	44111113340022	1	1
M???CB?WS{rq~_Nw?	14	32	14	4	8	43311113340002	1	1
M???CB?WS{bu~_Nw?	14	32	14	4	9	14411114132200	1	1
M???CB?[RaPr~_Nw?	14	31	14	4	8	14441114133200	1	1
M???C@_WF_RuB}^o?	14	30	14	4	8	13311111444002	1	1
M???C@_WFo?~^ofk?	14	30	14	5	10	14411111330202	1	1
M???C@_WF{Ru^oF{?	14	33	14	5	5	13311111442020	1	1
M???C@_wBA^oF{fi?	14	30	14	4	8	13311111444200	1	1
M???C@_wBaPtF{~_?	14	30	14	5	10	30033333111224	1	1
M???C@_wCpKxF{~_?	14	30	14	5	11	00033333110424	1	1
M???C@_wC|RsF{^o?	14	32	14	4	8	13311111440002	1	1
M???C@_wC|B}~_^o?	14	33	14	4	7	13311111440022	1	1
M???C@_wC|B}^o^o?	14	33	14	4	7	13311111440022	1	1
M???C@_wC|B}F{^o?	14	33	14	3	6	33311111440002	1	1
M???C@_{F_RsB}^o?	14	31	14	5	8	44441111133020	1	1
M???C@_{C|RsB{^o?	14	32	14	4	10	42244444110003	1	1
M???C@_{C|@}~_^o?	14	33	14	4	9	14411111332200	1	1
M???C@_{C|@}^o^o?	14	33	14	4	9	14411111332200	1	1
M???C@_{C|@}Fw^o?	14	32	14	4	9	33311111440002	1	1
M???C@_{?^`}fg^o?	14	32	14	4	8	33331111440002	1	1
M???C@_ECLb{Xs~_?	14	29	14	5	13	11144111132020	1	1
M???C@_FCDkYFw~_?	14	28	14	4	13	44411144423300	1	1
M???C@_cN?^oZsFy?	14	30	14	5	9	44411111343002	1	1
M???C@_cK|B{~_Zs?	14	32	14	4	9	14411111342200	1	1
M???C@_cG~B{Zs~_?	14	32	14	4	8	44411111342200	1	1
M???C@_cG~Ly~_~_?	14	33	14	4	10	44411111342000	1	1
M???C@_cG~Ly^o~_?	14	33	14	3	10	14411111342000	1	1
M???C@_cG~LyZs~_?	14	33	14	3	8	31131111342002	1	1
M???C@_eKpB{Xu~_?	14	31	14	5	8	13311333100242	1	1
M???C@_eK|B{Xs~_?	14	32	14	4	11	41144111430020	1	1
M???C@_eG~B{Xs~_?	14	32	14	4	10	44411111342200	1	1
M???C@_eG~Ky~_~_?	14	33	14	4	10	41144111230200	1	1
M???C@_eG~Ky^o~_?	14	33	14	4	10	41144111230200	1	1
M???C@_eJMkyFw~_?	14	32	14	4	8	31133111340022	1	1
M???C@_fk|B{^o~_?	14	35	14	3	6	13311111400022	1	1
M???C@_fg~^o~_^o?	14	36	14	3	6	14411111322000	1	1
M???CB_wBANw~_Fm?	14	31	14	4	6	11144441222003	1	1
M???CB_wBARp^oF{?	14	30	14	4	9	00033333111242	1	1
M???CB_wBARp^oFm?	14	30	14	4	8	33311113444020	1	1
M???CB_wBaPpF{~_?	14	30	14	4	10	00033331111424	1	1
M???CB_wBa@vF{~_?	14	31	14	5	8	22244441111003	1	1
M???CB_w?~nw~_~_?	14	35	14	3	4	44411111332000	1	1
M???CB_w?~nw^o~_?	14	35	14	3	4	11144444223000	1	1
M???CB_w?~b}^o~_?	14	35	14	5	3	44411111332200	1	1
M???CB_s?~Dy~_^o?	14	33	14	3	9	22000000334411	1	1
M???CB_{Ba@vFw~_?	14	31	14	5	9	44441111333220	1	1
M???CB_{?^b{~_^o?	14	34	14	4	6	44411111332200	1	1
M???CB_e?~Ky~_~_?	14	33	14	3	10	41111113332200	1	1
M???CB_e?~Ky~_^o?	14	33	14	3	12	41144111230200	1	1
M???CB_e?~KyFw~_?	14	32	14	4	10	44411111342020	1	1
M???CB_e?Nb{Xs~_?	14	31	14	5	12	44411111312200	1	1
M???CB_u@Mb{^o~_?	14	33	14	3	11	11411444223000	1	1
M???CB_fCwB{Wu~_?	14	31	14	4	10	41144411133020	1	1
M???CB_fBEb{~_~_?	14	33	14	3	10	44411113303200	1	1
M???CB_fBEb{^o~_?	14	33	14	3	11	02200000343411	1	1
M???CB_fBEb{Fw~_?	14	32	14	4	10	44411113304220	1	1
M???CB_WO~B{fc~_?	14	32	14	4	8	44411113342200	1	1
M???CB_WO~B{fc^o?	14	32	14	4	9	44411111332220	1	1
M???CB_WO~B{Fk~_?	14	32	14	4	7	33311111440002	1	1
M???CB_WO~Rq~_~_?	14	33	14	3	8	44411113332000	1	1
M???CB_WO~Rq~_^o?	14	33	14	3	9	14411111332200	1	1
M???CB_WO|~o~_^o?	14	34	14	3	6	44411114332000	1	1
M???CB_WO|b{~_~_?	14	33	14	4	6	44411113332200	1	1
M???CB_WO|b{^o~_?	14	33	14	4	7	44411111332200	1	1
M???CB_WO|b{fc~_?	14	32	14	4	8	44411114332220	1	1
M???CB_WO|b{Fk~_?	14	32	14	4	6	33311113440002	1	1
M???CB_WO|bu~_^o?	14	33	14	5	5	44411114332200	1	1
M???CB_SO~Tq~_^o?	14	33	14	3	11	34141114430200	1	1
M???CB_[RaB{be~_?	14	31	14	4	10	02220002033141	1	1
M???CB_[Ra@vFw~_?	14	31	14	5	10	22224442111003	1	1
M???CB_EW~[q~_^o?	14	34	14	4	8	44411111322300	1	1
M???CB_Fz}^o~_~_?	14	38	14	2	4	44411113320000	1	1
M???CB_Fz}Nw~_~_?	14	38	14	2	5	44411111320000	1	1
M???CB_Fz}Nw^o~_?	14	38	14	2	5	44411111320000	1	1
M???CB_Fw~Nw~_~_?	14	37	14	3	4	44411111322000	1	1
M???CB_Fw~Nw^o~_?	14	37	14	3	4	44411111322000	1	1
M???CB_Fw~B{~_^o?	14	36	14	3	3	33311111400022	1	1
M???C@o[F_PuB}^o?	14	31	14	4	6	42224444111003	1	1
M???C@o[CXmXB{~_?	14	31	14	5	8	31113333004042	1	1
M???C@o[C\`}~_^o?	14	33	14	5	5	14441111332200	1	1
M???C@o{F_PsB}^o?	14	31	14	4	7	11113333000442	1	1
M???C@o{Ba@}bi~_?	14	31	14	5	8	42224444111003	1	1
M???C@o{C\PsB{^o?	14	31	14	5	8	13331111440002	1	1
M???C@o{C\@}~_^o?	14	33	14	4	7	14441111332200	1	1
M???C@o{C\@}^o^o?	14	33	14	4	7	14441111332200	1	1
M???C@o{C\@}B{^o?	14	32	14	4	6	44442222001113	1	1
M???C@obN_MYBy~_?	14	31	14	5	10	41114444232230	1	1
M???C@obG^MY~_~_?	14	33	14	4	8	41114413233200	1	1
M???C@obG^MY^o~_?	14	33	14	4	9	41114411233200	1	1
M???C@obG^MY[s~_?	14	32	14	4	9	31113311042002	1	1
M???C@obg^^o~_^o?	14	35	14	3	6	14441111322000	1	1
M???CBo{F_@~^o~_?	14	34	14	4	3	00003333111244	1	1
M???CBo{BaPpB{~_?	14	31	14	4	9	00003333111224	1	1
M???CBo{BaPpB{^o?	14	31	14	4	9	44441111333220	1	1
M???CBo{Ba@v^o~_?	14	33	14	4	6	44441111333200	1	1
M???CBo{?^~o~_^o?	14	36	14	3	4	44441111332000	1	1
M???CBo{?^~o^o^o?	14	36	14	3	4	44441111332000	1	1
M???CBo{?^`}~_^o?	14	35	14	5	3	11114444223300	1	1
M???CBoy?^Ay~_^o?	14	33	14	3	9	11111444223300	1	1
M???CBor?^EY~_^o?	14	33	14	3	12	11441144020300	1	1
M???CBob_^MI~_~_?	14	33	14	3	9	11114441233200	1	1
M???CBob_^MI~_^o?	14	33	14	3	9	11114441233200	1	1
M???CBoB~{^o~_^o?	14	38	14	2	5	11114442230000	1	1
M???CBoB~{^o^o^o?	14	38	14	2	5	11114444230000	1	1
M???CB}~f{^o~_^o?	14	43	14	1	0	41111113000002	1	1
M???CB}~f{^o^o^o?	14	43	14	1	0	41111113000022	1	1
M???CB}~f{Nw^o^o?	14	43	14	1	0	41111113000222	1	1
M???EB?KF_XqB}Nw?	14	30	14	4	10	33111114414200	1	1
M???EB?KEO`}~_Ly?	14	30	14	4	10	33111114414020	1	1
M???EB?KEWe\B{~_?	14	30	14	5	12	33111114412002	1	1
M???EB?KE[`}~_Nw?	14	32	14	6	8	33111114412020	1	1
M???EB?{F_^oB}Nw?	14	33	14	5	8	00003331111422	1	1
M???EB?{EW@}Ky~_?	14	31	14	5	10	00333331111224	1	1
M???EB?{@b@}ra~_?	14	31	14	5	10	11114442221300	1	1
M???EB?{?^~o~_Nw?	14	35	14	5	5	44111113332002	1	1
M???EB?{?^~oNwNw?	14	35	14	4	6	22444441110300	1	1
M???EB?{?^`}Nw~_?	14	34	14	4	7	33111114440002	1	1
M???EB?MEK~?@|Nw?	14	30	14	5	11	00333111140402	1	1
M???EB?MEK_}~_Nw?	14	31	14	5	11	44111113310202	1	1
M???EB?~`~^o~_~_?	14	39	14	2	0	44111113302000	1	1
M???EB?~`~^oNw~_?	14	39	14	4	0	44111113302020	1	1
M???EA_W@}Jsfc~_?	14	31	14	3	12	14411113330020	1	1
M???EA_W@}JsfcNo?	14	30	14	4	10	33411114330220	1	1
M???EA_w@qGt~_F{?	14	30	14	6	13	00033331111242	1	1
M???EA_w@}Js~_F{?	14	33	14	5	8	44411113330002	1	1
M???EA_[C[fwVg~_?	14	31	14	3	14	20000003311441	1	1
M???EA_{@}JsB{~_?	14	33	14	5	10	22200003331141	1	1
M???EA_uApCzFw~_?	14	31	14	5	11	11311333100422	1	1
M???EA_u@MfwVg~_?	14	32	14	4	12	22000003034411	1	1
M???EA_u@Mb{Vg~_?	14	32	14	5	12	11411442423000	1	1
M???EA_KV?Hu~_Fy?	14	30	14	6	11	00033331111242	1	1
M???EA_KP}XqVg~_?	14	32	14	4	12	31441114430200	1	1
M???EA_KQ`B{be~_?	14	29	14	5	13	14441114433020	1	1
M???EA_KO~B{Rk~_?	14	32	14	4	10	33311114430002	1	1
M???EA_KO~XqVg~_?	14	32	14	4	10	41411113342020	1	1
M???EA_KO~Hu~_~_?	14	33	14	5	9	41411113332200	1	1
M???EA_KO~HuNo~_?	14	32	14	4	11	44111113142020	1	1
M???EA_KO~HuVg~_?	14	32	14	4	11	41411113332220	1	1
M???EA_MPqGvFw~_?	14	31	14	5	10	33111331300422	1	1
M???EA_MPMGuUI~_?	14	29	14	5	16	14144111202130	1	1
M???EA_MQLfwVg~_?	14	32	14	4	12	41444114332020	1	1
M???EA_MQLb{~_~_?	14	33	14	5	11	44411113322200	1	1
M???EA_MQLb{No~_?	14	32	14	4	13	14111441223000	1	1
