g6	n	m	Q	bip	dist	phi	tf	mtf
N???????E?F@p|N}^}?	15	33	15	3	5	114441111143200	1	1
N???????E?F`o|N}^}?	15	33	15	3	5	114444111143200	1	1
N???????E?F~N}N}^}?	15	39	15	2	0	331111111140002	1	1
N???????E?F~N}~{^}?	15	40	15	2	0	441111111132200	1	1
N???????E?F~~{~{^}?	15	41	15	1	0	441111111132000	1	1
N???????E?S?N}V|^}?	15	32	15	2	6	300000000022114	1	1
N???????E?U?R|N}^}?	15	32	15	2	6	414411111113200	1	1
N???????E?V?P|N}^}?	15	32	15	2	6	202220000003411	1	1
N???????E?V_O|N}^}?	15	32	15	2	6	020000222204311	1	1
N???????E?W?~{N~^}?	15	34	15	2	0	441111111133020	1	1
N???????E?[?N}F~^}?	15	33	15	3	3	222444444411003	1	1
N???????E?]?B~N}^}?	15	33	15	3	5	444411111113200	1	1
N???????E?^?@~N}^}?	15	33	15	3	5	444441111113200	1	1
N???????F?B`F}w|^}?	15	33	15	3	7	111444111143020	1	1
N???????F?Bpw\F}^}?	15	33	15	3	7	111444411123200	1	1
N???????F?B~F}F}^}?	15	37	15	3	0	333111111140002	1	1
N???????F?B~F}~{^}?	15	39	15	2	0	444111111132200	1	1
N???????F?B~~{~{^}?	15	41	15	1	0	444111111132000	1	1
N???????F?R?F}X|^}?	15	32	15	2	8	411441111143020	1	1
N???????F?R_W|F}^}?	15	32	15	2	8	411444111113200	1	1
N???????F?RoW\F}^}?	15	32	15	2	8	144111144412300	1	1
N???????F?Y?F}J|^}?	15	32	15	2	6	441111111133220	1	1
N???????F?Z?H|F}^}?	15	32	15	2	8	441111111133220	1	1
N???????F?[?F~F~^}?	15	34	15	3	0	333111111144002	1	1
N???????F?[?F~~{^}?	15	35	15	2	0	444111111133200	1	1
N???????F?[?w?~{B~o	15	29	15	3	0	000333333311142	1	1
N???????F?]?F}B~^}?	15	33	15	3	3	222244444411003	1	1
N???????F?^?@~F}^}?	15	33	15	3	5	444111111133220	1	1
N???????F_@xB}{L^}?	15	33	15	3	5	111144441123320	1	1
N???????F_@~B}B}^}?	15	35	15	3	0	333311111140002	1	1
N???????F_@~B}~{^}?	15	38	15	2	0	444411111132200	1	1
N???????F_@~~{~{^}?	15	41	15	1	0	444411111132000	1	1
N???????F_PoB}[\^}?	15	32	15	2	10	411144411123020	1	1
N???????F_Pw[LB}^}?	15	32	15	2	8	144411111132320	1	1
N???????F_X_B}K|^}?	15	32	15	2	10	441111111133220	1	1
N???????F_XoK\B}^}?	15	32	15	2	10	114411144412300	1	1
N???????F_\?B}D|^}?	15	32	15	2	6	444111111133220	1	1
N???????F_]?B~B~^}?	15	34	15	4	0	000033333311224	1	1
N???????F_]?B~~{^}?	15	36	15	2	0	444411111133200	1	1
N???????F_]?{?B~~}?	15	31	15	3	0	111133333300042	1	1
N???????F_^?B}@~^}?	15	33	15	3	3	222224444411003	1	1
N???????Fo?~~{~{^}?	15	41	15	1	0	111114444423000	1	1
N???????FoO{@}]D^}?	15	32	15	2	6	111114444123320	1	1
N???????FoWw@}ML^}?	15	32	15	2	10	111114441123320	1	1
N???????Fo^?@~@~^}?	15	34	15	4	0	111113333300442	1	1
N???????Fo^?@~~{^}?	15	37	15	2	0	444441111133200	1	1
N???????Fo^?}?@~~}?	15	33	15	3	0	111113333300042	1	1
N???????F~~}~{~{^}?	15	50	15	0	0	111111111100000	1	1
N??????_A?[?F~^{V|?	15	32	15	3	6	333000000002144	1	1
N??????_A?]?B~^{V|?	15	32	15	3	6	333300000002144	1	1
N??????_A?^?@~^{V|?	15	32	15	3	6	222220000003411	1	1
N??????_A?^{N}^{V|?	15	38	15	2	5	141111111130202	1	1
N??????_B?Q@F}Z|^{?	15	32	15	3	8	144111111134200	1	1
N??????_B?R@F}X|^{?	15	32	15	4	8	411441111143020	1	1
N??????_B?R`W|F}^{?	15	32	15	4	8	200222000023411	1	1
N??????_B?R|F}~wN}?	15	37	15	3	5	144111111132200	1	1
N??????_B?[?fyF~N}?	15	32	15	3	6	222444444411003	1	1
N??????_B?]?fyB~N}?	15	32	15	4	8	033000000022114	1	1
N??????_B?^?@~fyN}?	15	32	15	4	8	222220000003411	1	1
N??????_B_P`B}[|^{?	15	32	15	4	10	022200000032411	1	1
N??????_B_PpB}[\^{?	15	32	15	4	10	411144411123020	1	1
N??????_B_P|B}~wN}?	15	36	15	3	5	144411111132200	1	1
N??????_B_]?byB~N}?	15	32	15	4	6	222244444411003	1	1
N??????_B_^?by@~N}?	15	32	15	4	8	144411111133220	1	1
N??????_BoOx@}]L^{?	15	32	15	4	8	311113331104402	1	1
N??????_BoO|@}~wN}?	15	35	15	3	5	411114444423300	1	1
N??????_Bo^?`y@~N}?	15	32	15	4	6	144441111133220	1	1
N??????_E?GA~w^{F|_	15	32	15	3	5	441111111433002	1	1
N??????_E?KAfx~wF~?	15	32	15	3	7	441111111334002	1	1
N??????_E?MAbx~wF~?	15	32	15	3	8	022200000203411	1	1
N??????_E?V?P|~wF~?	15	32	15	3	8	202220000003411	1	1
N??????_E?V_O|~wF~?	15	32	15	3	8	020000222204311	1	1
N??????_E?^{N}^{N}?	15	39	15	2	4	441111111130200	1	1
N??????_E?^{~wN}N}?	15	39	15	2	3	441111111330020	1	1
N??????_F?BpW\F}^{?	15	32	15	4	10	333000000021214	1	1
N??????_F?B~F}^{^{?	15	38	15	3	3	333111111140022	1	1
N??????_F?B~^{^{^{?	15	39	15	2	4	444111111132000	1	1
N??????_F?B~^{~w^{?	15	39	15	2	4	444111111132000	1	1
N??????_F?KAFzF}^{?	15	32	15	4	6	222444444111003	1	1
N??????_F?KAFz~wN}?	15	33	15	3	5	444111111433200	1	1
N??????_F?KAF}fx^{?	15	32	15	3	8	144111111133220	1	1
N??????_F?MABzF}^{?	15	32	15	4	8	222244444211003	1	1
N??????_F?MAbxF}^{?	15	32	15	3	10	022200000203411	1	1
N??????_F?R?F}X|^{?	15	32	15	3	10	300000000222114	1	1
N??????_F?R_W|F}^{?	15	32	15	3	10	200222000003411	1	1
N??????_F?RoW\F}^{?	15	32	15	3	10	022000022204311	1	1
N??????_F?[?F~^{^{?	15	34	15	3	3	333111111144022	1	1
N??????_F_@~B}^{^{?	15	37	15	3	3	333311111140022	1	1
N??????_F_@~^{^{^{?	15	39	15	2	4	444411111132000	1	1
N??????_F_@~^{~w^{?	15	39	15	2	4	444411111132000	1	1
N??????_F_MABzB}^{?	15	32	15	4	6	222244444211003	1	1
N??????_F_MABz~wN}?	15	34	15	3	5	444411111433200	1	1
N??????_F_MAB}bx^{?	15	32	15	3	8	144411111133220	1	1
N??????_F_PoB}[\^{?	15	32	15	3	12	411144411123020	1	1
N??????_F_Pw[LB}^{?	15	32	15	3	10	144411111132320	1	1
N??????_F_]?B~~wN}?	15	35	15	3	3	444411111133200	1	1
N??????_Fo?~~w~wN}?	15	39	15	2	4	111114444423000	1	1
N??????_FoO{@}]D^{?	15	32	15	3	8	111114444123320	1	1
N??????_Fo^?@~~wN}?	15	36	15	3	3	111113333300422	1	1
N??????_F~^{~w^{N}?	15	46	15	1	0	411111111300022	1	1
N??????_F~^{~w~wN}?	15	46	15	1	0	411111111300002	1	1
N??????o@_@b{xN{X|?	15	32	15	4	10	000033000332144	1	1
N??????o@_@r{XN{X|?	15	32	15	5	10	000022200223411	1	1
N??????o@_@~N{ry^{?	15	36	15	4	8	114411111132020	1	1
N??????o@_EAB}rz^{?	15	32	15	3	8	113311111144002	1	1
N??????o@_FAB}pz^{?	15	32	15	4	10	114441111413020	1	1
N??????o@_FaB}oz^{?	15	32	15	5	10	114444111413020	1	1
N??????o@_]?B~N{X|?	15	32	15	4	10	333300000002144	1	1
N??????o@_^?@~N{X|?	15	32	15	5	10	222220000003411	1	1
N??????o@_`q{XryF}?	15	32	15	4	12	000022200203411	1	1
N??????o@_`y{HryF}?	15	32	15	4	12	222200002004311	1	1
N??????o@_f}ryN{^{?	15	38	15	3	5	441111111342020	1	1
N??????o@_f}ry~w^{?	15	39	15	3	6	114411111430200	1	1
N??????o@_{?BzF|^{?	15	32	15	4	8	222444444111003	1	1
N??????o@_{?F|ry^{?	15	33	15	4	7	444111111343200	1	1
N??????o@_}?B|Bz^{?	15	32	15	5	7	222244444111003	1	1
N??????o@_}?B|ryF}?	15	32	15	4	10	221144444121030	1	1
N??????o@_}?B|ry^{?	15	33	15	4	8	444411111343200	1	1
N??????o@o?zpy}HF}?	15	32	15	5	12	111114441423020	1	1
N??????o@o?~pyN{^{?	15	35	15	4	8	114441111132200	1	1
N??????o@oFA@}pz^{?	15	32	15	4	8	442224444211003	1	1
N??????o@oFa@}oz^{?	15	32	15	5	10	002220000033441	1	1
N??????o@oW`@}M|^{?	15	32	15	4	11	441114111323220	1	1
N??????o@oWp@}M\^{?	15	32	15	5	11	441114411323320	1	1
N??????o@o^?@~pyF}?	15	32	15	5	10	114441111133220	1	1
N??????o@o_ypy}HF}?	15	32	15	4	14	330000000233441	1	1
N??????o@o_|@{}@~{?	15	32	15	5	8	000002222043341	1	1
N??????o@o_|}@N{^{?	15	34	15	4	8	444441111432300	1	1
N??????o@o_|}@pyF}?	15	32	15	5	10	114441111432320	1	1
N??????o@o_}}@pyF}?	15	32	15	4	12	114441111132320	1	1
N??????o@o_}}@py^{?	15	33	15	4	11	444441111332300	1	1
N??????o@ofAN{pz^{?	15	35	15	4	5	114441111433020	1	1
N??????o@ov?@|Pz^{?	15	32	15	5	8	414441111133220	1	1
N??????o@ov?PzN{^{?	15	34	15	4	7	414441111433200	1	1
N??????o@ow|N{N{^{?	15	38	15	3	7	331111111432002	1	1
N??????o@ow|N{~w^{?	15	39	15	3	6	114441111432000	1	1
N??????o@ow|pyN{^{?	15	37	15	4	5	114441111432200	1	1
N??????o@o}?@zB|^{?	15	32	15	5	9	222200000333441	1	1
N??????o@o}?B|py^{?	15	33	15	4	10	444411111343200	1	1
N??????o@wc]oyv@^{?	15	33	15	4	13	441111444323300	1	1
N??????o@wfaozN{^{?	15	36	15	4	5	331111333100422	1	1
N??????o@ww\N{N{^{?	15	38	15	3	7	441111444123000	1	1
N??????o@ww\N{~w^{?	15	39	15	3	6	441111444123000	1	1
N??????o@~f}N{N{^{?	15	43	15	2	0	331111111400002	1	1
N??????o@~f}N{~w^{?	15	44	15	2	0	331111111400022	1	1
N??????o@~f}~w~w^{?	15	45	15	2	0	441111111322000	1	1
N??????o@~~{~w~w^{?	15	46	15	1	0	441111111320000	1	1
N??????oD?B~N{Vy^{?	15	37	15	3	6	333111111440002	1	1
N??????oD?EAF}Rz^{?	15	32	15	4	9	303000000222114	1	1
N??????oD?FAPzF}^{?	15	32	15	4	10	002220000203411	1	1
N??????oD?FaOzF}^{?	15	32	15	4	10	141111444142300	1	1
N??????oD?F}N{Vy^{?	15	37	15	3	6	441111111342200	1	1
N??????oD?F}Vy~w^{?	15	38	15	2	6	411111111332200	1	1
N??????oD?K?N{VyR{_	15	30	15	3	10	344111111443002	1	1
N??????oD_@~RyN{^{?	15	36	15	4	7	414411111132200	1	1
N??????oD_FAB}Pz^{?	15	32	15	5	10	242224444211003	1	1
N??????oD_H`B}K|^{?	15	32	15	5	12	141144111143020	1	1
N??????oD_HpK\B}^{?	15	32	15	5	12	114411144412300	1	1
N??????oD_H|N{N{^{?	15	37	15	3	8	414411111432000	1	1
N??????oD_H|N{~w^{?	15	38	15	2	7	414411111132000	1	1
N??????oD_H|RyN{^{?	15	36	15	3	6	414411111432200	1	1
N??????oD_M?RybxF}?	15	30	15	3	12	334411111433220	1	1
N??????oD_U?RzN{^{?	15	33	15	3	6	414411111133200	1	1
N??????oDo?~PyN{^{?	15	35	15	4	7	141114444423300	1	1
N??????oDoGx@}ML^{?	15	32	15	5	10	141114441123320	1	1
N??????oDoG|N{N{^{?	15	37	15	3	8	414441111132000	1	1
N??????oDoG|N{~w^{?	15	38	15	2	7	414441111132000	1	1
N??????oDoG|PyN{^{?	15	35	15	3	6	141114444123300	1	1
N??????oDoN?Py`xF}?	15	30	15	3	12	114441111133220	1	1
N??????oDoV?PzN{^{?	15	34	15	3	6	414441111133200	1	1
N??????oE?V?Px~wF~?	15	32	15	3	10	414441111113200	1	1
N??????oE?]?B~~wF~?	15	34	15	4	5	331111111444020	1	1
N??????oE?^?@~~wF~?	15	34	15	5	7	331111111444020	1	1
N??????oE?^{N}~wF~?	15	40	15	4	0	331111111442020	1	1
N??????oE?^{N}~w^{?	15	40	15	2	0	441111111330200	1	1
N??????oF?FA@zF}^{?	15	32	15	4	10	222444444111003	1	1
N??????oF?FApxF}^{?	15	33	15	4	9	000333333110424	1	1
N??????oF?FaoxF}^{?	15	33	15	4	10	003333333112124	1	1
N??????oF?F}F}F}^{?	15	38	15	3	3	333111111440002	1	1
N??????oF?F}F}~w^{?	15	39	15	3	3	331111111440022	1	1
N??????oF?F}N{F}^{?	15	38	15	3	4	331111111440002	1	1
N??????oF?Y?F}J|^{?	15	33	15	4	6	331111111444002	1	1
N??????oF?Z?H|F}^{?	15	33	15	4	8	003333333111224	1	1
N??????oF?[?N{~wB~_	15	34	15	4	4	333111111444020	1	1
N??????oF_@~B}N{^{?	15	37	15	4	5	333311111440002	1	1
N??????oF_@~N{N{^{?	15	38	15	3	6	441111111332220	1	1
N??????oF_@~N{~w^{?	15	39	15	3	5	441111111332200	1	1
N??????oF_X_B}K|^{?	15	33	15	4	10	441111111333220	1	1
N??????oF_XoK\B}^{?	15	33	15	4	12	444411111330420	1	1
N??????oF_]?B~N{^{?	15	35	15	4	5	444411111133200	1	1
N??????oFo^?@~N{^{?	15	36	15	4	5	444441111133200	1	1
N??????w?w?^FcwY~{?	15	32	15	5	10	000222200430341	1	1
N??????w?w?^F{wy^{?	15	34	15	4	11	111444111132020	1	1
N??????w?w?^~@F{[\?	15	32	15	5	14	111111333004022	1	1
N??????w?wBa?}wz^{?	15	32	15	4	9	000333000122114	1	1
N??????w?wa]z@wy^{?	15	34	15	4	10	444144111342300	1	1
N??????w?wb}wyF{^{?	15	37	15	4	7	333111111400202	1	1
N??????w?wb}wy~w^{?	15	39	15	3	7	111444111230200	1	1
N??????w?wz?@|Gz^{?	15	32	15	5	11	114114444222330	1	1
N??????w?w}?wyB|^{?	15	34	15	4	9	444411111343020	1	1
N??????w?{bMwYx`^{?	15	34	15	4	10	444111111322330	1	1
N??????w?{bqF{wZ^{?	15	36	15	5	5	333111133400042	1	1
N??????w?{{LF{F{^{?	15	37	15	4	6	444111111323220	1	1
N??????w?{{LF{~w^{?	15	39	15	3	5	444111111323200	1	1
N??????w?~b}F{F{^{?	15	40	15	3	0	333111111400002	1	1
N??????w?~b}F{~w^{?	15	42	15	3	0	333111111400022	1	1
N??????w?~b}~w~w^{?	15	44	15	2	0	444111111322000	1	1
N??????w?~~{~w~w^{?	15	46	15	1	0	444111111320000	1	1
N??????wCo?~F{Xy^{?	15	35	15	4	10	444111111312200	1	1
N??????wCoBa@}Wz^{?	15	32	15	5	12	200220000033441	1	1
N??????wCoBqWZ@}^{?	15	32	15	5	13	444111144322320	1	1
N??????wCoB}XyF{^{?	15	36	15	3	8	444111111342020	1	1
N??????wCoB}Xy~w^{?	15	38	15	2	9	411441111430200	1	1
N??????wCoN?`xF{K|?	15	30	15	3	16	222224444111000	1	1
N??????wCwK\F{F{^{?	15	36	15	3	10	444111111300220	1	1
N??????wCwK\F{~w^{?	15	38	15	2	9	411444111132000	1	1
N??????wCwK\WyF{^{?	15	35	15	3	8	144111444123300	1	1
N??????wCwO[Wy^@B}?	15	30	15	3	16	111444111132230	1	1
N??????wCwR_F{Wz^{?	15	34	15	3	8	133111333300242	1	1
N??????wE_@~F{Jy^{?	15	36	15	4	6	444411111332220	1	1
N??????wE_B}F{Jy^{?	15	36	15	3	7	333111111440002	1	1
N??????wE_B}Jy~w^{?	15	38	15	2	6	220000000334411	1	1
N??????wE_[?JyF|^{?	15	33	15	3	7	333111111444002	1	1
N??????wEo?~HyF{^{?	15	35	15	4	8	444441111332220	1	1
N??????wEoC|F{F{^{?	15	36	15	3	9	333111111440002	1	1
N??????wEoC|F{~w^{?	15	38	15	2	8	441111111332200	1	1
N??????wEoC|HyF{^{?	15	35	15	3	8	114114444123300	1	1
N??????wEoZ?HzF{^{?	15	34	15	3	8	441441111133200	1	1
N??????wF?BbwxF}^{?	15	35	15	5	7	444111111332020	1	1
N??????wF?B~F}F}^{?	15	39	15	3	0	333111111440002	1	1
N??????wF?B~F}~w^{?	15	40	15	4	0	444111111332200	1	1
N??????wF?B~~w~w^{?	15	41	15	2	0	444111111332000	1	1
N??????wF?R?XxF}^{?	15	33	15	3	8	444111111331020	1	1
N??????wF?R_WxF}^{?	15	33	15	3	10	000333333113424	1	1
N??????wF?Z?HxF}^{?	15	33	15	3	9	000333333111224	1	1
N??????wF?[?~wF~^{?	15	36	15	3	0	444111111333020	1	1
N??????wF?]?F}B~^{?	15	35	15	4	3	222444444111003	1	1
N??????wF?^?@~F}^{?	15	35	15	5	5	444111111333220	1	1
N??????wF_BqwXB}^{?	15	34	15	4	8	444111111332320	1	1
N??????wF_B}B}B}^{?	15	37	15	4	3	333311111440002	1	1
N??????wF_B}B}~w^{?	15	39	15	3	3	444111111332200	1	1
N??????wF_B}F{B}^{?	15	37	15	4	4	333111111440002	1	1
N??????wF_\?B}D|^{?	15	34	15	4	6	222444444111003	1	1
N??????wF_]?F{B~^{?	15	35	15	4	4	222244444111003	1	1
N??????wFo^?@~F{^{?	15	36	15	4	6	444441111333200	1	1
N??????{?]`}{I~w^{?	15	39	15	3	3	444411111322300	1	1
N??????{?^`}~w~w^{?	15	43	15	2	0	444411111322000	1	1
N??????{?^~{~w~w^{?	15	46	15	1	0	444411111320000	1	1
N??????{C[@}B{[Y^{?	15	35	15	3	9	111144444233300	1	1
N??????{C[@}[Y~w^{?	15	38	15	2	8	144411111322300	1	1
N??????{EW@}B{Ky^{?	15	35	15	3	10	333311111420022	1	1
N??????{EW@}Ky~w^{?	15	38	15	2	10	441111111332200	1	1
N??????{EWF_B{KyW[_	15	30	15	3	18	222222444111000	1	1
N??????{FO?~B{Dy^{?	15	35	15	4	6	444442222001113	1	1
N??????{FO@}B{Dy^{?	15	35	15	3	7	333311111440002	1	1
N??????{FO@}Dy~w^{?	15	38	15	2	6	444111111332200	1	1
N??????{FO]?DyB|^{?	15	34	15	3	7	444411111333220	1	1
N??????{F_@~B}B}^{?	15	38	15	4	0	333300000221114	1	1
N??????{F_@~B}~w^{?	15	40	15	4	0	444411111332200	1	1
N??????{F_@~~w~w^{?	15	42	15	2	0	444411111332000	1	1
N??????{F_Po[XB}^{?	15	34	15	3	9	444411111332320	1	1
N??????{F_X_KxB}^{?	15	34	15	3	10	444411111330020	1	1
N??????{F_]?B~B~^{?	15	37	15	4	0	000033333111224	1	1
N??????{F_]?B~~w^{?	15	38	15	3	0	444411111333200	1	1
N??????{F_]?{?~w@~o	15	34	15	4	0	000033333111142	1	1
N??????{F_^?B}@~^{?	15	36	15	5	3	222244444111003	1	1
N??????{Fo^?B{@~^{?	15	36	15	4	4	444441111333220	1	1
N??????}Fo^?@~~w^{?	15	40	15	3	0	111113333000422	1	1
N??????}Fo^?}?@~~{?	15	37	15	4	0	111113333000042	1	1
N??????~~~^{~w~w^{?	15	54	15	0	0	111111111000000	1	1
N????A?O@?^wN{VyRz?	15	35	15	3	10	114111111130022	1	1
N????A?O@_XxB}^wVy?	15	34	15	4	10	114411111132200	1	1
N????A?O@oWx@}^wVy?	15	33	15	4	10	114441111132200	1	1
N????A?OF?B~F}^wVy?	15	37	15	3	6	333111111140022	1	1
N????A?OF?B~^w^wVy?	15	37	15	3	8	431111111440220	1	1
N????A?OF?B~^wnsF}?	15	37	15	3	8	333111111140220	1	1
N????A?OF?CEFr^wVy?	15	31	15	4	10	444111114433200	1	1
N????A?OF?^wF}^wVy?	15	37	15	3	8	333111111142022	1	1
N????A?OF_@~B}^wVy?	15	36	15	4	6	333311111140022	1	1
N????A?OF_@~^w^wVy?	15	37	15	3	8	444411111132000	1	1
N????A?OF_@~^wnsF}?	15	37	15	3	8	444411111132000	1	1
N????A?OF_@~~o^wVy?	15	37	15	3	8	444411111132000	1	1
N????A?OF_EEBr^wVy?	15	32	15	4	10	444411114433200	1	1
N????A?OF_]?^wns@~_	15	34	15	4	6	444411111133002	1	1
N????A?OFo?~^wnsN{?	15	37	15	3	8	111114444423000	1	1
N????A?OFo?~^wns^w?	15	37	15	3	8	111114444423000	1	1
N????A?OFo^?@~^wVy?	15	35	15	4	6	111113333300422	1	1
N????A?OF}F}^wns^w?	15	42	15	2	6	441111113302000	1	1
N????A?W?oOzF{Xy^w?	15	33	15	5	13	111441111132020	1	1
N????A?W?wOZWyF{^w?	15	32	15	5	13	111444111132200	1	1
N????A?WB?]?fuB~N{?	15	33	15	4	8	133111111444002	1	1
N????A?WB?^?@~^wRz?	15	33	15	5	10	144111111333202	1	1
N????A?WB?^wfu^wB~?	15	37	15	5	5	133111111442020	1	1
N????A?WC_b}F{Zy^w?	15	36	15	4	8	444111111342200	1	1
N????A?WC_b}ZyZy^w?	15	37	15	3	8	311311111342002	1	1
N????A?WC_b}Zy^w^w?	15	37	15	3	10	144111111342000	1	1
N????A?WC_b}Zy~o^w?	15	37	15	4	10	444111111342000	1	1
N????A?WC_mCBrF{^w?	15	31	15	4	13	444411114433200	1	1
N????A?WC_ryF{~oL|?	15	36	15	4	9	144111111342200	1	1
N????A?WC_{?~oZyB}_	15	33	15	5	9	444111111343002	1	1
N????A?WCob}F{Xy^w?	15	36	15	4	10	444111111342200	1	1
N????A?WCob}XyXy^w?	15	36	15	4	8	311331111342002	1	1
N????A?WCob}Xy^w^w?	15	37	15	4	10	411441111430200	1	1
N????A?WCob}Xy~o^w?	15	37	15	4	10	411441111430200	1	1
N????A?WCorAF{Xz^w?	15	34	15	5	8	411441111433020	1	1
N????A?WCoryF{Xy^w?	15	36	15	4	11	411441111430020	1	1
N????A?WCwk\F{F{^w?	15	36	15	4	11	144111444123000	1	1
N????A?WCwk\F{^w^w?	15	37	15	4	10	144111444123000	1	1
N????A?WCwk\F{fs^w?	15	36	15	4	11	144111444123000	1	1
N????A?WCwk\F{~o^w?	15	37	15	4	10	144111444323000	1	1
N????A?WCwraF{Wz^w?	15	35	15	5	8	133111333100242	1	1
N????A?WC}b}~o~oN{?	15	41	15	3	6	144111111322000	1	1
N????A?WC}ryF{^w^w?	15	40	15	3	6	133111111400022	1	1
N????A?WF?KC~oF}Ry_	15	33	15	4	8	133111111444200	1	1
N????A?WF?MCbtF}^w?	15	33	15	5	10	300333333111224	1	1
N????A?WF?NC`tF}^w?	15	33	15	5	12	133111111444002	1	1
N????A?WF?RAXxF}^w?	15	33	15	5	11	000333333110424	1	1
N????A?WF?RyF}F}N{?	15	37	15	3	6	333111111440002	1	1
N????A?WF?RyF}^wN{?	15	37	15	4	7	133111111440022	1	1
N????A?WF?RyF}~oN{?	15	37	15	4	7	133111111440022	1	1
N????A?WF?RyfsF}N{?	15	36	15	4	8	133111111440002	1	1
N????A?WF_RyB}B}N{?	15	36	15	4	8	333311111440002	1	1
N????A?WF_RyB}F{N{?	15	36	15	4	9	333111111440002	1	1
N????A?WF_RyB}^wN{?	15	37	15	4	9	144111111332200	1	1
N????A?WF_RyB}~oN{?	15	37	15	4	9	144111111332200	1	1
N????A?WF_RyfsB}N{?	15	36	15	4	10	144111111332220	1	1
N????A?WF_]?fsB~N{?	15	34	15	5	8	444411111133020	1	1
N????A?WFo^?@~fsN{?	15	35	15	5	8	111113333300422	1	1
N????A?[B_Pb[xB}^w?	15	34	15	5	10	144411111332020	1	1
N????A?[B_PzB}~oN{?	15	37	15	5	5	144411111332200	1	1
N????A?[B_]?buB~N{?	15	34	15	4	6	422244444111003	1	1
N????A?[B_^?bu@~N{?	15	34	15	5	8	144411111333220	1	1
N????A?[CW`}B{[y^w?	15	35	15	5	10	111144444213300	1	1
N????A?[CW`}[y[y^w?	15	36	15	4	10	411144111230220	1	1
N????A?[CW`}[y^w^w?	15	37	15	4	11	144411111322000	1	1
N????A?[CW`}[y~o^w?	15	37	15	4	10	411144113233200	1	1
N????A?[CWpyB{[y^w?	15	35	15	5	11	411144444213300	1	1
N????A?[CW}?[yB|^w?	15	34	15	5	11	444411111343020	1	1
N????A?[C[`}B{[Y^w?	15	35	15	5	10	133311111400042	1	1
N????A?[C[mLB{^w^w?	15	37	15	4	9	144411111323200	1	1
N????A?[C[mLB{~o^w?	15	37	15	4	9	144411111323200	1	1
N????A?[C[pyB{[Y^w?	15	35	15	5	9	411144441233320	1	1
N????A?[C]`}~o~oN{?	15	40	15	3	6	144411111322000	1	1
N????A?[C]pyB{^w^w?	15	38	15	4	6	411144441233300	1	1
N????A?[F_MCB}bt^w?	15	34	15	5	8	422244444111003	1	1
N????A?[F_NC`tB}^w?	15	34	15	5	10	144411111333220	1	1
N????A?[F_PyB}B}N{?	15	36	15	4	6	333311111440002	1	1
N????A?[F_PyB}^wN{?	15	37	15	4	7	144411111332200	1	1
N????A?[F_PyB}~oN{?	15	37	15	4	7	144411111332200	1	1
N????A?[F_PybsB}N{?	15	35	15	5	8	144411111332220	1	1
N????A?[F_]?bsB~N{?	15	34	15	4	7	222244444111003	1	1
N????A?[Fo^?bs@~N{?	15	35	15	5	9	111113333000242	1	1
N????A?]BoOz@}~oN{?	15	37	15	5	5	411114444223300	1	1
N????A?]Bo^?`u@~N{?	15	35	15	5	6	311113333000442	1	1
N????A?]CM~?}?@|n{?	15	35	15	5	7	111113333040042	1	1
N????A?oA@^w^wNuFz?	15	37	15	4	5	441111114330022	1	1
N????A?oA@^w^wNuF}?	15	37	15	3	7	441111111330022	1	1
