g6	n	m	Q	bip	dist	phi	tf	mtf
L???Fbo{?^~o~_	13	32	13	3	0	1111333000422	1	1
L???F~}~f{^o~_	13	42	13	0	0	1111111000000	1	1
L??CA?_~@}JsfW	13	27	13	3	10	1141111130022	1	1
L??CAB_~?~NonO	13	29	13	3	8	3331111142022	1	1
L??CAB_GoxnonO	13	25	13	4	10	4441114433200	1	1
L??CAB_Fz{NonO	13	29	13	3	8	4311111440220	1	1
L??CAB_Fz{VgNo	13	29	13	3	8	3331111140220	1	1
L??CAB_Fw~NonO	13	29	13	3	6	3331111140022	1	1
L??CA?orG^NonO	13	26	13	4	10	1144111132200	1	1
L??CABo{B{VgB{	13	28	13	4	6	1111333300224	1	1
L??CABoBz{Vg~?	13	29	13	3	8	1111444423000	1	1
L??CABoBz{Vg^_	13	29	13	3	8	1111444423000	1	1
L??CAB{Nr{Vg~?	13	32	13	2	6	4411113302000	1	1
L??CEB_~?~NoNo	13	30	13	4	6	3311111442020	1	1
L??CEB_WfwBmNo	13	27	13	5	9	3331111444200	1	1
L??CEBor?^EY^_	13	27	13	5	12	0333331144002	1	1
L??CEBoB~wFw^_	13	30	13	4	8	3111114423200	1	1
L??CEB{~FwFw^_	13	33	13	2	3	4111113300022	1	1
L??CEB{~@}No^_	13	33	13	2	4	4111113300222	1	1
L??CEB{~@}Fw^_	13	33	13	3	3	3311114422000	1	1
L??CEB{Nr{No^_	13	33	13	2	5	4411111302000	1	1
L??CE@A~FwFwnG	13	29	13	3	6	4411113330020	1	1
L??CE@A~B{FkNo	13	29	13	3	7	4411111330022	1	1
L??CE@A~B{FkNW	13	29	13	4	5	4411114330022	1	1
L??CE@afNw^_No	13	29	13	3	8	4411113330002	1	1
L??CE@afNwNoNo	13	29	13	3	9	3441114432000	1	1
L??CE@afNwFwNo	13	29	13	4	7	4411113340022	1	1
L??CE@afKx^_No	13	28	13	4	8	4331113340002	1	1
L??CE@afGz^_No	13	28	13	4	9	4114441423300	1	1
L??CB@_{Cz@}^_	13	27	13	4	8	1331111444002	1	1
L??CB@_~CzNoFw	13	29	13	5	5	1331111442020	1	1
L??CBB_WfwB{fS	13	27	13	4	8	1331111444200	1	1
L??CBB_[cYb{~?	13	27	13	5	10	1331111444002	1	1
L??CBB_fSyB{^_	13	28	13	4	8	1331111440002	1	1
L??CBB_fO~^_^_	13	29	13	4	7	1331111440022	1	1
L??CBB_fO~No^_	13	29	13	4	7	0331111440022	1	1
L??CBB_fO~B{^_	13	29	13	3	6	3331111440002	1	1
L??CBBo{Cy@}^_	13	28	13	4	8	1111333000242	1	1
L??CB?W`W}Ks~?	13	25	13	4	13	1114411132020	1	1
L??CBAPwFwLsFs	13	27	13	5	9	4441111343002	1	1
L??CBAPfO}^_Zg	13	28	13	4	9	4114444213300	1	1
L??CBAPFo}Ls~?	13	28	13	4	8	1114444213300	1	1
L??CBAPFr\^_~?	13	29	13	4	9	3113114040022	1	1
L??CBAPFr\No~?	13	29	13	3	10	1441111342000	1	1
L??CBAPFr\Ls~?	13	29	13	3	8	3113111342002	1	1
L??CBAXfO}Ks~?	13	28	13	4	9	4114441233320	1	1
L??CBAXFo}Ks~?	13	28	13	4	10	1114444233300	1	1
L??CBAXXg}^_~?	13	29	13	4	8	1441142323200	1	1
L??CBAXXg}No~?	13	29	13	4	9	1441144323000	1	1
L??CBA\fO}No~?	13	30	13	3	6	1441111322200	1	1
L??CBA\Fvw^_^_	13	31	13	3	6	1441111322000	1	1
L??CFB_Wb{^_F[	13	28	13	4	6	1114441222003	1	1
L??CFB_WcwnoFw	13	27	13	4	9	0003333111242	1	1
L??CFB_WcwnoF[	13	27	13	4	8	0003330111242	1	1
L??CFB_[_Zb{~?	13	28	13	4	8	1113330000442	1	1
L??CFB_Fz{^_~?	13	31	13	3	4	4441111332000	1	1
L??CFB_Fz{No~?	13	31	13	3	4	1114444223000	1	1
L??CFB_Fw~No~?	13	31	13	5	3	4441111332200	1	1
L??CFBOFp\^_^_	13	29	13	3	9	4411111332200	1	1
L??CFAWFo}Ks~?	13	28	13	4	10	1114442203300	1	1
L??CFAWFrL^_~?	13	29	13	3	10	1444442223300	1	1
L??CFAWFrL^_^_	13	29	13	3	11	4114411230200	1	1
L??CFA[f?yKV^_	13	28	13	4	7	1331113400042	1	1
L??CF@aFo}Rc~?	13	28	13	4	8	1114442213300	1	1
L??CF@aFo}Rc^_	13	28	13	4	9	4441111332220	1	1
L??CF@aFsx^_~?	13	29	13	3	8	1114442223000	1	1
L??CF@aFsx^_^_	13	29	13	3	9	1441111332200	1	1
L??CF@aFoz^_~?	13	29	13	4	6	1114442223300	1	1
L??CF@aFozNo~?	13	29	13	4	7	1114444223300	1	1
L??CF@aFozRc~?	13	28	13	4	8	3331113440002	1	1
L??CF@aF^w^_^_	13	30	13	3	6	1114441223000	1	1
L??CF@QFtX^_^_	13	29	13	3	11	3114114230200	1	1
L??CF?ZFvH^_^_	13	30	13	4	6	4441111322300	1	1
L??CF?^^fw^_~?	13	33	13	2	4	1114442230000	1	1
L??CF?^^b{^_~?	13	33	13	2	5	1114444230000	1	1
L??CF?^^b{No~?	13	33	13	2	5	1114444230000	1	1
L??CF?^Fr{^_~?	13	32	13	3	4	4441111322000	1	1
L??CF?^Fr{No~?	13	32	13	3	4	4441111322000	1	1
L??CB`o{CZ@}^_	13	28	13	4	6	3111333000442	1	1
L??CB`obW^^_^_	13	29	13	5	5	4111444223300	1	1
L??CFbo{?^no~?	13	31	13	3	3	0000333111244	1	1
L??CFz{~FwNo~?	13	37	13	1	0	2000003111141	1	1
L??EE?o{EX@}No	13	27	13	4	10	2244441141300	1	1
L??EE?oqG^^_Ls	13	27	13	4	10	0033031121042	1	1
L??EE?orG^^_No	13	28	13	5	8	4411113310202	1	1
L??EEBo{Fw@}No	13	30	13	4	7	1144222200013	1	1
L??EEBoB~wFw~?	13	31	13	4	5	1144442203030	1	1
L??EEB{NvwFw~?	13	34	13	4	0	4411113302020	1	1
L??ED@_NayRc~?	13	27	13	3	12	1441113330020	1	1
L??ED@_NayRcN_	13	26	13	4	10	3341114330220	1	1
L??EDB_Nay^_Fw	13	29	13	5	8	3331114440020	1	1
L??ED?qwAZ^_Fs	13	27	13	5	11	0003331111242	1	1
L??ED?qN_}Hk~?	13	28	13	4	11	1144442413300	1	1
L??ED?qNeXJg~?	13	28	13	4	12	4411113022000	1	1
L??ED?qSO}Pe~?	13	26	13	5	13	1444114433020	1	1
L??ED?qFo}Hk~?	13	28	13	4	10	4442220011113	1	1
L??ED?qFuXJg~?	13	28	13	4	10	4141113342020	1	1
L??ED?qFqZ^_~?	13	29	13	5	9	4141113332200	1	1
L??ED?qFqZJg~?	13	28	13	4	11	1414442213330	1	1
L??ED?}N`{Jg~?	13	30	13	3	6	4411113422200	1	1
L??ED?}Nay^_~?	13	31	13	3	7	4411113022000	1	1
L??ED?}NayJg~?	13	30	13	3	8	4341114300220	1	1
L??ED?}VVw^_~?	13	32	13	2	6	4111113322000	1	1
L??ED?ZxH{Jg~?	13	29	13	4	10	4441143323000	1	1
L??ED?^N`{Jg~?	13	30	13	3	8	4411113122200	1	1
L??ED?^Nay^_~?	13	31	13	4	6	4441113322200	1	1
L??ED?^Fp{Jg~?	13	30	13	3	6	4441113322220	1	1
L??EFB_KeW~_Fw	13	28	13	4	8	0003331110442	1	1
L??EFB_Nfw^_Fw	13	31	13	4	4	1114442220003	1	1
L??EFB_N`{^_Fw	13	30	13	4	7	4441111330002	1	1
L??EFBOFo}Ds~?	13	29	13	4	8	1114442203330	1	1
L??EFBOFp\^_~?	13	30	13	4	6	1144442223300	1	1
L??EFBOFp\Fo~?	13	29	13	4	8	1144442223330	1	1
L??EFBOFo^Ds~?	13	29	13	4	8	4422220001113	1	1
L??EF?}Fvw^_~?	13	33	13	3	3	4411113322000	1	1
L??EF?}Fp{^_~?	13	32	13	3	4	4411113322200	1	1
L??EF?^Fp{^_~?	13	32	13	4	3	4441113322200	1	1
L??E@bo{@{XgB{	13	28	13	4	10	2222441111330	1	1
L??E@_KBpdWK~?	13	24	13	4	14	1111442233220	1	1
L??E@_qBp{Xk~?	13	28	13	5	10	1133110440202	1	1
L??E@_qBp{]ArW	13	27	13	5	12	1133110441420	1	1
L??E@_qBuZ^_~?	13	29	13	5	7	1133110440022	1	1
L??E@_qBuZXk~?	13	29	13	3	7	1133110440002	1	1
L??E@_NMeI~_~?	13	29	13	5	8	4411143222300	1	1
L??E@_NMeIfo~?	13	28	13	4	10	3311114000402	1	1
L??E@_NMeI}C~?	13	28	13	5	10	1144412313200	1	1
L??E@_NN`{Xg~?	13	29	13	4	9	4411113122200	1	1
L??E@_NNeY^_~?	13	30	13	4	9	1144112320200	1	1
L??E@_NBp{Xg~?	13	28	13	4	10	4444113322000	1	1
L??E@_N{H{Xg~?	13	29	13	4	10	4444113323000	1	1
L??EDb_RO|Fo~?	13	28	13	4	10	4411113030220	1	1
L??EDaoRX{^_~?	13	30	13	3	7	1411440223000	1	1
L??EDaoRX{Fo~?	13	29	13	4	8	1411444223000	1	1
L??EDaoRYZFo~?	13	29	13	5	7	4244222001133	1	1
L??EDaoByZFo~?	13	29	13	5	7	4244222001133	1	1
L??EDagRQhFo~?	13	27	13	3	13	1411140223300	1	1
L??EDaKRR`Fo~?	13	27	13	3	13	1111440233200	1	1
L??EDaKRR`FoN_	13	26	13	4	12	2211441233200	1	1
L??EDaKRR`FoKk	13	26	13	4	12	1133113400424	1	1
L??ED`LNfw^_~?	13	32	13	2	7	4411113002000	1	1
L??ED`LN`{^_~?	13	31	13	3	7	4411113002200	1	1
L??ED`LN`{Fo~?	13	30	13	3	7	4411113002220	1	1
L??EFbo{@{@}~?	13	31	13	3	5	0000331111424	1	1
L??E@f_k?|Hi~?	13	27	13	5	13	4144112303020	1	1
L??E@f_N_|Xg~?	13	29	13	4	9	1144442123300	1	1
L??E@f_rUYBs~?	13	29	13	4	9	1114442120030	1	1
L??E@f_FmY^_~?	13	30	13	4	8	1114442123000	1	1
L??E@fo{@{XgBk	13	28	13	5	10	1133000422401	1	1
L??E@egTH{Xg~?	13	28	13	4	12	1144112300020	1	1
L??E@cypX{Xg~?	13	30	13	5	7	1144412332020	1	1
L??E@c}NeY^_~?	13	32	13	3	5	4411113222000	1	1
L??E@c}NeYXg~?	13	31	13	4	7	4411113422000	1	1
L??E@c}rVw^_~?	13	33	13	3	5	1144112302000	1	1
L??E@~{~Fw^_~?	13	37	13	1	0	2200003411111	1	1
L??E@{}~Fw^_~?	13	36	13	2	0	2200003441111	1	1
L??E@{}Nfw^_~?	13	35	13	2	0	2200003444111	1	1
L??FFB_~?~^_~?	13	33	13	3	0	0002224441311	1	1
L??FFB_~?~^_Fw	13	33	13	6	0	4441113330202	1	1
L??FFAWXG}^_~?	13	30	13	3	7	1114442200300	1	1
L??FFAWXG}Bw~?	13	29	13	5	7	1113330022442	1	1
L??FF?^Fvw^_~?	13	34	13	4	0	1114442233000	1	1
L??FEagF`YIc~?	13	27	13	3	13	1111442203300	1	1
L??FEaKFb`Dg~?	13	27	13	3	12	1111442233230	1	1
L??FFbo{?{^_B{	13	31	13	3	5	0000331111242	1	1
L??FCo]XVw^_~?	13	32	13	2	6	1114412332000	1	1
L??F?~{~Fw^_~?	13	37	13	1	0	0002224311111	1	1
L??Ffbo{Fw@}~?	13	34	13	2	0	0000224444131	1	1
L?AA@B_^DsZGFw	13	27	13	4	12	3331111142220	1	1
L?AA@B_NayRWFw	13	27	13	3	12	3331111140000	1	1
L?AA@BoNayRWBw	13	27	13	4	12	1111333302224	1	1
L?AADB_VRwVOFw	13	28	13	5	10	3131111440220	1	1
L?AADB_VTsFoFw	13	28	13	4	10	3031111440220	1	1
L?AADBoVTsFoBw	13	28	13	5	11	4144222001331	1	1
L?AAFBO^?}VOJg	13	28	13	4	12	4411111330202	1	1
L?AAFBo^DsBwBw	13	29	13	5	9	1111333002244	1	1
L?AAF@cFstVO^?	13	28	13	4	12	1441111332200	1	1
L?AAF@S}?}TSN_	13	28	13	4	12	4411131340202	1	1
L?AAF?eFupN_m_	13	28	13	4	13	3311144230200	1	1
L?AAF?^^BwVO^?	13	30	13	3	8	3200003341141	1	1
L?AAF?^^DsFoN_	13	30	13	3	10	3300000214411	1	1
L?AAF?^^DsFoFo	13	30	13	3	8	3330000214411	1	1
L?AA@_o}@{Hkaw	13	26	13	5	10	1144111330022	1	1
L?AA@b@BrwVONg	13	27	13	3	13	3311141040020	1	1
L?AA@bHBrgVOaq	13	26	13	4	12	3111313044024	1	1
L?AA@bHBrwVOLg	13	27	13	4	13	1144111322003	1	1
L?AAD`L{DsN_Bs	13	28	13	5	10	1111444232003	1	1
L?AAD`L{DsFoBs	13	28	13	5	9	1411333040224	1	1
L?AEB@c}CrFoFo	13	28	13	5	12	4411133140022	1	1
L?AEB@sLfoBwa[	13	28	13	4	13	0441311300024	1	1
L?AEBAX{BwFoBs	13	28	13	5	11	4111333000224	1	1
L?AEFBwFrwFo}?	13	31	13	4	6	0022244413131	1	1
L?AEFBwFrwFo^?	13	31	13	4	7	3002224413111	1	1
L?AE@bH{AYFoBs	13	27	13	5	13	1144222010131	1	1
L?AE@bHBvoN_Lg	13	28	13	5	11	1144142322003	1	1
L?AE@bHBplN_{C	13	28	13	5	12	2000333102441	1	1
L?AEB_NLbg^?aU	13	28	13	4	11	3111342030024	1	1
L?AEAJw^@uFWMo	13	30	13	4	5	3300032244111	1	1
L?ABBBoerwBwBw	13	29	13	4	9	3113330024241	1	1
L?ABBBoesuN_Bw	13	29	13	5	9	2442220031131	1	1
L?ABB?WwGNN_eo	13	25	13	4	13	1441113303402	1	1
L?ABF@c}?}RSEw	13	29	13	4	10	1113300002444	1	1
L?ABFAY{?}N_Bs	13	29	13	4	10	1442220010131	1	1
L?ABFAYFvoN_}?	13	30	13	4	8	0002224433111	1	1
L?ABFAYFvoN_^?	13	30	13	4	8	0002224433111	1	1
L?ABFAYFvoN_Fo	13	30	13	5	7	3330002211441	1	1
L?ABFAYFrwN_^?	13	30	13	4	6	3002224433111	1	1
L?ABFAYFrwN_Fo	13	30	13	5	6	1330002211441	1	1
L?ABAaJF`Y^?\G	13	27	13	4	14	0411313342200	1	1
L?ABE`cJO{^?eg	13	27	13	5	13	1441123031202	1	1
L?ABEaYF`Y^?^?	13	28	13	4	12	0220003144111	1	1
L?ABE_lef_N_Bq	13	28	13	5	12	4111330020024	1	1
L?ABCf_}BYBs}?	13	29	13	5	10	0220243411341	1	1
L?ABCf_}BYBsFg	13	29	13	5	9	1113330102244	1	1
L?ABCfGF`h^?ZO	13	27	13	5	14	4114132303002	1	1
L?ABCc]ZVo^?}?	13	30	13	4	7	0220243443111	1	1
L?ABCc]ZVo^?^?	13	30	13	4	9	2002034334111	1	1
L?ABCc]ZRw^?^?	13	30	13	3	10	2002004314111	1	1
L?ABCc]ZRw^?ZO	13	30	13	3	9	3003001241441	1	1
L?ABCdhFfON_Di	13	28	13	4	10	4113130402024	1	1
L?AFF@{}BwBwFo	13	32	13	5	4	1330002244411	1	1
L?AFE_]JVoN_}?	13	30	13	3	9	0022244433111	1	1
L?AFCo]XVoN_}?	13	30	13	3	10	0002204334111	1	1
L?BE@_o{@{XKB{	13	28	13	4	11	0022444111300	1	1
L?BE@_o}?^FoqW	13	28	13	5	12	1144111330202	1	1
L?BE@bH{?]foLg	13	29	13	4	9	1133000202144	1	1
L?BE@bHBvoFo}?	13	29	13	4	9	0022244113131	1	1
L?BE@bHBvoFoLg	13	29	13	4	10	1133100401244	1	1
L?BDB?{{AsRGBs	13	27	13	4	14	1113300020224	1	1
L?BDB?{Ucq^?}?	13	28	13	3	12	2220033311111	1	1
L?BDB?{Ucq^?Fo	13	28	13	5	12	3330022211141	1	1
L?BDF?{UfoBw}?	13	30	13	4	8	2220033311141	1	1
L?BDA_NNAsTG}?	13	27	13	4	14	2200033344111	1	1
L?BD@j_QvoBs}?	13	29	13	5	11	0002244141131	1	1
L?BD@g]UeQ^?}?	13	29	13	5	10	0002244333111	1	1
L?BD@g]Qvo^?}?	13	30	13	5	9	0002244333111	1	1
L?B@`ZPNF_XOBi	13	28	13	5	12	1131302404221	1	1
L?`@F?k]CkBwsg	13	27	13	5	15	3301441430002	1	1
L?`@F?kQ_}YSlC	13	27	13	5	16	1431414443002	1	1
L?`@F?{NAsQoFo	13	27	13	4	12	1130002244111	1	1
L?`@F?{UckBwFo	13	28	13	3	12	3330000211111	1	1
L?`@?boNAsOwYO	13	24	13	4	16	3000033311121	1	1
L?`@Cbod`wHWJO	13	25	13	5	15	0220422411133	1	1
L?`@EboUckDgBw	13	27	13	4	12	1141333002244	1	1
L?`DFAsNAsBwFo	13	29	13	4	9	3130002244111	1	1
L?`DAboU`w@{hS	13	28	13	6	14	2141303002041	1	1
L?`DE`gl@YJODg	13	26	13	6	17	0202424141033	1	1
L?`@`boNAUOwBw	13	27	13	4	12	1144220003111	1	1
L?`bCboYO{@{dc	13	29	13	5	11	2112300302441	1	1
