g6	n	m	Q	bip	dist	phi	tf	mtf
I????B?KG	10	5	10	0	2	1133333301	1	0
I????B?MG	10	6	10	0	2	3311133310	1	0
I????B?NG	10	7	10	0	2	0033330012	1	0
I????B?Ng	10	8	10	0	1	0033333012	1	0
I????B?Nw	10	9	10	0	0	0033333312	1	0
I????B_w?	10	6	10	0	0	1113333300	1	0
I????B_s?	10	6	10	0	2	1111333300	1	0
I????B_{?	10	7	10	0	1	1111333300	1	0
I????B_e?	10	6	10	0	3	3003300002	1	0
I????B_u?	10	7	10	0	3	1111133300	1	0
I????B_}?	10	8	10	0	2	1111133300	1	0
I????B_F?	10	6	10	0	3	4442222202	1	0
I????B_f?	10	7	10	0	3	4224442220	1	0
I????B_v?	10	8	10	0	3	1114444420	1	0
I????B_~?	10	9	10	0	2	1114444420	1	0
I????B_F_	10	7	10	0	2	2224444210	1	0
I????B_f_	10	8	10	0	3	1331111330	1	0
I????B_v_	10	9	10	0	2	1114444420	1	0
I????B_~_	10	10	10	0	1	1114444420	1	0
I????B_Fo	10	8	10	0	1	3330000021	1	0
I????B_fo	10	9	10	0	2	4441111130	1	0
I????B_vo	10	10	10	0	1	4441111130	1	0
I????B_~o	10	11	10	0	0	4441111130	1	0
I????B_FG	10	7	10	0	2	1113331104	1	0
I????B_Fg	10	8	10	0	1	0003333012	1	0
I????B_Fw	10	9	10	0	0	0003333312	1	0
I????Bo{?	10	8	10	0	0	1111333300	1	0
I????Boy?	10	8	10	0	2	1111133300	1	0
I????Bo}?	10	9	10	0	1	1111133300	1	0
I????Bor?	10	8	10	0	4	1111113300	1	0
I????Boz?	10	9	10	0	3	1111113300	1	0
I????Bo~?	10	10	10	0	2	1111113300	1	0
I????Bob_	10	8	10	0	3	2444222201	1	0
I????Bor_	10	9	10	0	3	1111444420	1	0
I????Boz_	10	10	10	0	2	1111444420	1	0
I????Bo~_	10	11	10	0	1	1111444420	1	0
I????BoBo	10	8	10	0	1	4444222201	1	0
I????Bobo	10	9	10	0	2	2222444410	1	0
I????Boro	10	10	10	0	2	1111444420	1	0
I????Bozo	10	11	10	0	1	1111444420	1	0
I????Bo~o	10	12	10	0	0	1111444420	1	0
I????BoBw	10	9	10	0	0	1111333304	1	0
I????Bw}?	10	10	10	0	0	1111133300	1	0
I????Bw|?	10	10	10	0	2	1111113300	1	0
I????Bw~?	10	11	10	0	1	1111113300	1	0
I????Bwx_	10	10	10	0	3	1114411402	1	0
I????Bw|_	10	11	10	0	2	1111144420	1	0
I????Bw~_	10	12	10	0	1	1111144420	1	0
I????Bwpo	10	10	10	0	3	1144411102	1	0
I????Bwxo	10	11	10	0	2	1111144420	1	0
I????Bw|o	10	12	10	0	1	1111144420	1	0
I????Bw~o	10	13	10	0	0	1111144420	1	0
I????B{~?	10	12	10	0	0	1111113300	1	0
I????B{}_	10	12	10	0	2	1111111300	1	0
I????B{~_	10	13	10	0	1	1111111300	1	0
I????B{{o	10	12	10	0	2	1111441102	1	0
I????B{}o	10	13	10	0	1	1111114420	1	0
I????B{~o	10	14	10	0	0	1111114420	1	0
I????B}~_	10	14	10	0	0	1111111300	1	0
I????B}~O	10	14	10	0	1	1111114102	1	0
I????B}~o	10	15	10	0	0	1111111420	1	0
I????B~~o	10	16	10	0	0	1111111100	1	1
I???C@?o?	10	4	10	0	2	0033333111	1	0
I???C@?G?	10	3	10	0	2	0020000003	1	0
I???C@?g?	10	4	10	0	2	0303333131	1	0
I???C@?w?	10	5	10	0	2	1113333330	1	0
I???C@?K?	10	4	10	0	2	2244222220	1	0
I???C@?k?	10	5	10	0	2	1311333330	1	0
I???C@?{?	10	6	10	0	2	1111333330	1	0
I???C@?M?	10	5	10	0	2	2244422220	1	0
I???C@?m?	10	6	10	0	2	1311133330	1	0
I???C@?}?	10	7	10	0	2	1111133330	1	0
I???C@?N?	10	6	10	0	2	2244442220	1	0
I???C@?n?	10	7	10	0	2	1311113330	1	0
I???C@?~?	10	8	10	0	2	1111113330	1	0
I???C@?N_	10	7	10	0	2	3300000331	1	0
I???C@?n_	10	8	10	0	2	1311111330	1	0
I???C@?~_	10	9	10	0	2	1111111330	1	0
I???CB?w?	10	6	10	0	2	0003333311	1	0
I???CB?[?	10	6	10	0	3	2444222220	1	0
I???CB?{?	10	7	10	0	3	1111333300	1	0
I???CB?M?	10	6	10	0	3	2244422220	1	0
I???CB?m?	10	7	10	0	3	1311133330	1	0
I???CB?]?	10	7	10	0	3	3000033331	1	0
I???CB?}?	10	8	10	0	3	1111133330	1	0
I???CB?N?	10	7	10	0	3	2244442220	1	0
I???CB?n?	10	8	10	0	3	4111111330	1	0
I???CB?^?	10	8	10	0	3	0033333114	1	0
I???CB?~?	10	9	10	0	2	4111111330	1	0
I???CB?N_	10	8	10	0	3	3300000021	1	0
I???CB?n_	10	9	10	0	2	4111111330	1	0
I???CB?^_	10	9	10	0	2	0033333114	1	0
I???CB?~_	10	10	10	0	1	4111111330	1	0
I???CB?OO	10	5	10	1	3	0033333011	1	0
I???CB?WO	10	6	10	1	3	2442222420	1	0
I???CB?[O	10	7	10	1	3	2444222420	1	0
I???CB?]O	10	8	10	1	3	2444422420	1	0
I???CB?^O	10	9	10	1	3	0333333112	1	0
I???CB?^o	10	10	10	1	2	0333333112	1	0
I???C@_o?	10	5	10	0	3	0003333311	1	0
I???C@_W?	10	5	10	0	1	3003333311	1	0
I???C@_w?	10	6	10	0	2	1113333300	1	0
I???C@_c?	10	5	10	0	3	0220222224	1	0
I???C@_s?	10	6	10	0	3	1131333330	1	0
I???C@_[?	10	6	10	0	2	3111333300	1	0
I???C@_{?	10	7	10	0	3	1111333300	1	0
I???C@_E?	10	5	10	0	3	0003300002	1	0
I???C@_e?	10	6	10	0	3	1331133330	1	0
I???C@_U?	10	6	10	0	3	3131133330	1	0
I???C@_u?	10	7	10	0	3	1131133330	1	0
I???C@_]?	10	7	10	0	3	3111133300	1	0
I???C@_}?	10	8	10	0	3	1111133330	1	0
I???C@_F?	10	6	10	0	3	2224442220	1	0
I???C@_f?	10	7	10	0	3	4224442220	1	0
I???C@_V?	10	7	10	0	3	3131113330	1	0
I???C@_v?	10	8	10	0	3	1131113330	1	0
I???C@_^?	10	8	10	0	3	3111113330	1	0
I???C@_~?	10	9	10	0	3	1111113330	1	0
I???C@_F_	10	7	10	0	3	2224444220	1	0
I???C@_f_	10	8	10	0	3	4224444210	1	0
I???C@_V_	10	8	10	0	3	3131111330	1	0
I???C@_v_	10	9	10	0	3	1131111330	1	0
I???C@_^_	10	9	10	0	3	3111111330	1	0
I???C@_~_	10	10	10	0	2	1441111130	1	0
I???C@_cG	10	6	10	0	3	0330333301	1	0
I???C@_EG	10	6	10	0	3	3113333301	1	0
I???C@_eG	10	7	10	0	3	1331133310	1	0
I???C@_FG	10	7	10	0	3	3331113310	1	0
I???C@_fG	10	8	10	0	3	3003330012	1	0
I???C@_Fg	10	8	10	0	3	0003333012	1	0
I???C@_fg	10	9	10	0	2	3003333012	1	0
I???CB_{?	10	8	10	0	2	1111333300	1	0
I???CB_u?	10	8	10	0	4	1111133300	1	0
I???CB_]?	10	8	10	0	4	1111133300	1	0
I???CB_}?	10	9	10	0	3	1111133300	1	0
I???CB_f?	10	8	10	0	4	1331113330	1	0
I???CB_V?	10	8	10	0	4	2424442220	1	0
I???CB_v?	10	9	10	0	4	1114444220	1	0
I???CB_^?	10	9	10	0	4	1114444220	1	0
I???CB_~?	10	10	10	0	3	1114444220	1	0
I???CB_F_	10	8	10	0	3	2224444210	1	0
I???CB_f_	10	9	10	0	4	4111111330	1	0
I???CB_V_	10	9	10	0	4	4111111330	1	0
I???CB_v_	10	10	10	0	3	4111111330	1	0
I???CB_^_	10	10	10	0	3	4111111330	1	0
I???CB_~_	10	11	10	0	2	4111111330	1	0
I???CB_WO	10	7	10	1	3	1113333100	1	0
I???CB_SO	10	7	10	1	4	4442222202	1	0
I???CB_[O	10	8	10	1	4	1111333100	1	0
I???CB_EO	10	7	10	0	4	4442222202	1	0
I???CB_UO	10	8	10	1	4	2424422420	1	0
I???CB_]O	10	9	10	1	4	1114444420	1	0
I???CB_FO	10	8	10	0	3	0003330312	1	0
I???CB_VO	10	9	10	1	4	1113333302	1	0
I???CB_^O	10	10	10	1	3	1114444420	1	0
I???CB_Fo	10	9	10	0	2	0003333312	1	0
I???CB_Vo	10	10	10	1	3	1113333302	1	0
I???CB_^o	10	11	10	1	2	1114444420	1	0
I???CB_Fg	10	9	10	0	2	0003333012	1	0
I???CB_EW	10	8	10	0	3	4442222201	1	0
I???CB_FW	10	9	10	0	2	0003330312	1	0
I???CB_Fw	10	10	10	0	1	0003333312	1	0
I???C@ow?	10	7	10	0	3	1111333300	1	0
I???C@o[?	10	7	10	0	1	3111333300	1	0
I???C@o{?	10	8	10	0	2	1111333300	1	0
I???C@oq?	10	7	10	0	4	3300300002	1	0
I???C@oY?	10	7	10	0	3	3111133300	1	0
I???C@oy?	10	8	10	0	4	1111133300	1	0
I???C@o]?	10	8	10	0	2	3111133300	1	0
I???C@o}?	10	9	10	0	3	1111133300	1	0
I???C@ob?	10	7	10	0	4	3000330002	1	0
I???C@oR?	10	7	10	0	4	0300330002	1	0
I???C@or?	10	8	10	0	4	4422442220	1	0
I???C@oZ?	10	8	10	0	4	3111113300	1	0
I???C@oz?	10	9	10	0	4	4111444420	1	0
I???C@o^?	10	9	10	0	3	3111113300	1	0
I???C@o~?	10	10	10	0	3	4111444420	1	0
I???C@oB_	10	7	10	0	4	0000333002	1	0
I???C@ob_	10	8	10	0	3	4222444210	1	0
I???C@oR_	10	8	10	0	4	2422444220	1	0
I???C@or_	10	9	10	0	4	1133111330	1	0
I???C@oZ_	10	9	10	0	4	4111444420	1	0
I???C@oz_	10	10	10	0	3	4111444420	1	0
I???C@o^_	10	10	10	0	3	4111444420	1	0
I???C@o~_	10	11	10	0	2	4111444420	1	0
I???C@obG	10	8	10	0	3	3111331104	1	0
I???C@oBg	10	8	10	0	3	1111333104	1	0
I???C@obg	10	9	10	0	2	3000333012	1	0
I???CBo{?	10	9	10	0	1	1111333300	1	0
I???CBoy?	10	9	10	0	3	1111133300	1	0
I???CBo}?	10	10	10	0	2	1111133300	1	0
I???CBor?	10	9	10	0	5	1111113300	1	0
I???CBoz?	10	10	10	0	4	1111113300	1	0
I???CBo^?	10	10	10	0	4	1111113300	1	0
I???CBo~?	10	11	10	0	3	1111113300	1	0
I???CBob_	10	9	10	0	4	2444222201	1	0
I???CBor_	10	10	10	0	4	1111444420	1	0
I???CBoZ_	10	10	10	0	4	1111444420	1	0
I???CBoz_	10	11	10	0	3	1111444420	1	0
I???CBo^_	10	11	10	0	3	1111444420	1	0
I???CBo~_	10	12	10	0	2	1111444420	1	0
I???CBo[O	10	9	10	1	3	1111333100	1	0
I???CBoYO	10	9	10	1	5	1111133100	1	0
I???CBo]O	10	10	10	1	4	1111133100	1	0
I???CBoRO	10	9	10	1	4	4244222201	1	0
I???CBoZO	10	10	10	1	4	1111444420	1	0
I???CBo^O	10	11	10	1	3	1111444420	1	0
I???CBoBo	10	9	10	0	2	0000333312	1	0
I???CBoRo	10	10	10	1	3	1111333304	1	0
I???CBoZo	10	11	10	1	3	1111444420	1	0
I???CBo^o	10	12	10	1	2	1111444420	1	0
I???CBoBw	10	10	10	0	1	1111333304	1	0
I???C@w{?	10	9	10	0	3	1111133300	1	0
I???C@w]?	10	9	10	0	1	3111133300	1	0
I???C@w}?	10	10	10	0	2	1111133300	1	0
I???C@wx?	10	9	10	0	5	1111113300	1	0
I???C@w\?	10	9	10	0	3	3111113300	1	0
I???C@w|?	10	10	10	0	4	1111113300	1	0
I???C@w^?	10	10	10	0	2	3111113300	1	0
I???C@w~?	10	11	10	0	3	1111113300	1	0
I???C@wp_	10	9	10	0	4	2244422201	1	0
I???C@wX_	10	9	10	0	5	3111111300	1	0
I???C@wx_	10	10	10	0	4	4111144420	1	0
I???C@w\_	10	10	10	0	4	3111111300	1	0
I???C@w|_	10	11	10	0	3	4111144420	1	0
I???C@w^_	10	11	10	0	3	3111111300	1	0
I???C@w~_	10	12	10	0	2	4111144420	1	0
I???CBw}?	10	11	10	0	1	1111133300	1	0
I???CBw|?	10	11	10	0	3	1111113300	1	0
I???CBw~?	10	12	10	0	2	1111113300	1	0
I???CBwx_	10	11	10	0	4	4111111300	1	0
I???CBw|_	10	12	10	0	3	4111111300	1	0
I???CBw^_	10	12	10	0	3	4111111300	1	0
I???CBw~_	10	13	10	0	2	4111111300	1	0
I???CBw]O	10	11	10	1	3	1111133100	1	0
I???CBw\O	10	11	10	1	4	4111111302	1	0
I???CBw^O	10	12	10	1	3	3111111420	1	0
I???CBwXo	10	11	10	1	4	4111111302	1	0
I???CBw\o	10	12	10	1	3	3111111420	1	0
I???CBw^o	10	13	10	1	2	3111111420	1	0
I???C@{}?	10	11	10	0	3	1111113300	1	0
I???C@{^?	10	11	10	0	1	3111113300	1	0
I???C@{~?	10	12	10	0	2	1111113300	1	0
I???C@{{_	10	11	10	0	4	4111111300	1	0
I???C@{]_	10	11	10	0	3	3111111300	1	0
I???C@{}_	10	12	10	0	3	4111111300	1	0
I???C@{^_	10	12	10	0	2	3111111300	1	0
I???C@{~_	10	13	10	0	2	4111111300	1	0
I???CB{~?	10	13	10	0	1	1111113300	1	0
I???CB{}_	10	13	10	0	2	4111111300	1	0
I???CB{~_	10	14	10	0	1	4111111300	1	0
I???CB{^O	10	13	10	1	2	4111111302	1	0
I???CB{]o	10	13	10	1	2	4111111302	1	0
I???CB{^o	10	14	10	1	1	3111111420	1	0
I???C@}~?	10	13	10	0	2	4111111300	1	0
I???C@}^_	10	13	10	0	1	3111111300	1	0
I???C@}~_	10	14	10	0	1	4111111300	1	0
I???CB}~_	10	15	10	0	0	4111111300	1	0
I???CB}^o	10	15	10	1	0	4111111302	1	1
I???EB?w?	10	7	10	0	1	0033333111	1	0
I???EB?{?	10	8	10	0	2	1133333000	1	0
I???EB?M?	10	7	10	0	3	0033333113	1	0
I???EB?m?	10	8	10	0	3	1144444220	1	0
I???EB?}?	10	9	10	0	2	1133333002	1	0
I???EB?N?	10	8	10	0	3	0033333112	1	0
I???EB?n?	10	9	10	0	2	1144444220	1	0
I???EB?~?	10	10	10	0	1	1133333002	1	0
I???EB?N_	10	9	10	0	2	0033333112	1	0
I???EB?n_	10	10	10	0	1	1144444220	1	0
I???EB?~_	10	11	10	0	0	1133333002	1	0
I???EA_W?	10	6	10	0	3	0003333111	1	0
I???EA_w?	10	7	10	0	2	0003333111	1	0
I???EA_[?	10	7	10	0	4	2444222220	1	0
I???EA_{?	10	8	10	0	3	1113333000	1	0
I???EA_U?	10	7	10	0	4	2424422220	1	0
I???EA_u?	10	8	10	0	4	1133333000	1	0
I???EA_]?	10	8	10	0	4	2444422220	1	0
I???EA_}?	10	9	10	0	4	1113333000	1	0
I???EA_F?	10	7	10	0	4	2224442220	1	0
I???EA_f?	10	8	10	0	4	1331113330	1	0
I???EA_V?	10	8	10	0	4	2424442220	1	0
I???EA_v?	10	9	10	0	4	1113333002	1	0
I???EA_^?	10	9	10	0	4	2000000331	1	0
I???EA_~?	10	10	10	0	3	1113333002	1	0
I???EA_F_	10	8	10	0	4	2224444110	1	0
I???EA_f_	10	9	10	0	4	1003333002	1	0
I???EA_V_	10	9	10	0	4	2020000034	1	0
I???EA_v_	10	10	10	0	3	1113333002	1	0
I???EA_^_	10	10	10	0	3	3000000224	1	0
I???EA_~_	10	11	10	0	2	1113333002	1	0
I???EA_KO	10	7	10	1	4	1133333031	1	0
I???EA_MO	10	8	10	1	4	3311133130	1	0
I???EA_FO	10	8	10	0	4	0003333112	1	0
I???EA_NO	10	9	10	1	4	0033330102	1	0
I???EA_Fo	10	9	10	0	3	0003333112	1	0
I???EA_No	10	10	10	1	3	0033333102	1	0
I???EA_CW	10	7	10	0	3	1113333001	1	0
I???EA_EW	10	8	10	0	4	0003333110	1	0
I???EA_FW	10	9	10	0	3	0003333112	1	0
I???EA_Fw	10	10	10	0	2	0003333112	1	0
I???EB_w?	10	8	10	0	1	0003333111	1	0
I???EB_s?	10	8	10	0	2	0033333111	1	0
I???EB_{?	10	9	10	0	2	1113333000	1	0
I???EB_u?	10	9	10	0	3	1133333000	1	0
I???EB_m?	10	9	10	0	4	1113333000	1	0
I???EB_}?	10	10	10	0	3	1113333000	1	0
I???EB_f?	10	9	10	0	4	1113333002	1	0
I???EB_v?	10	10	10	0	3	1113333002	1	0
I???EB_N?	10	9	10	0	4	1114444220	1	0
I???EB_n?	10	10	10	0	3	1113333002	1	0
I???EB_~?	10	11	10	0	2	1113333002	1	0
I???EB_F_	10	9	10	0	3	2224444110	1	0
I???EB_f_	10	10	10	0	3	1113333002	1	0
I???EB_v_	10	11	10	0	2	1113333002	1	0
I???EB_N_	10	10	10	0	3	3300000221	1	0
I???EB_n_	10	11	10	0	2	1113333002	1	0
I???EB_~_	10	12	10	0	1	1113333002	1	0
I???EB_KO	10	8	10	1	4	1113333001	1	0
I???EB_EO	10	8	10	0	4	1113333001	1	0
I???EB_MO	10	9	10	1	4	2244444110	1	0
I???EB_FO	10	9	10	0	3	2224444110	1	0
I???EB_NO	10	10	10	1	3	2244444110	1	0
I???EB_Fo	10	10	10	0	2	2224444110	1	0
I???EB_No	10	11	10	1	2	2244444110	1	0
I???EB_Fg	10	10	10	0	2	0003333112	1	0
I???EB_FW	10	10	10	0	2	0003333112	1	0
I???EB_Fw	10	11	10	0	1	0003333112	1	0
I???E?oo?	10	6	10	0	2	0033333131	1	0
I???E?ow?	10	7	10	0	3	1113333030	1	0
I???E?o{?	10	8	10	0	4	1111333000	1	0
I???E?oq?	10	7	10	0	3	1133133030	1	0
I???E?oi?	10	7	10	0	4	1313133330	1	0
I???E?oy?	10	8	10	0	4	1113133030	1	0
I???E?o}?	10	9	10	0	4	1111133330	1	0
I???E?oB?	10	6	10	0	4	0000330002	1	0
I???E?ob?	10	7	10	0	4	1333113330	1	0
I???E?or?	10	8	10	0	4	1133113030	1	0
I???E?oj?	10	8	10	0	4	1313113330	1	0
I???E?oz?	10	9	10	0	4	1113113330	1	0
I???E?o~?	10	10	10	0	4	1111113330	1	0
I???E?oB_	10	7	10	0	4	2222444220	1	0
I???E?ob_	10	8	10	0	4	1333111330	1	0
I???E?or_	10	9	10	0	4	1133111330	1	0
I???E?oj_	10	9	10	0	4	1313111330	1	0
I???E?oz_	10	10	10	0	4	1113111330	1	0
I???E?o~_	10	11	10	0	3	1144444240	1	0
I???E?oKO	10	7	10	0	3	3300333011	1	0
I???E?oIO	10	7	10	0	4	3303033031	1	0
I???E?oMO	10	8	10	0	4	3311133100	1	0
I???E?oBO	10	7	10	0	4	1133333031	1	0
I???E?oJO	10	8	10	0	4	3313113130	1	0
I???E?oNO	10	9	10	0	4	3311113400	1	0
I???E?oBo	10	8	10	0	4	3333111130	1	0
I???E?oJo	10	9	10	0	4	0030333102	1	0
I???E?oNo	10	10	10	0	3	3311111410	1	0
I???E?oAW	10	7	10	0	4	3333033001	1	0
I???E?oBW	10	8	10	0	4	3333113110	1	0
I???E?oBw	10	9	10	0	4	0000333112	1	0
I???EAo[?	10	8	10	0	4	1111333000	1	0
I???EAo{?	10	9	10	0	3	1111333000	1	0
I???EAoY?	10	8	10	0	5	1113333000	1	0
I???EAoy?	10	9	10	0	4	1113333000	1	0
I???EAom?	10	9	10	0	3	1311133300	1	0
I???EAo]?	10	9	10	0	5	1111333000	1	0
I???EAo}?	10	10	10	0	4	1111333000	1	0
I???EAoR?	10	8	10	0	5	4244222202	1	0
I???EAor?	10	9	10	0	5	1133333000	1	0
I???EAoj?	10	9	10	0	5	1313333000	1	0
I???EAoZ?	10	9	10	0	5	2442442220	1	0
I???EAoz?	10	10	10	0	5	1113333000	1	0
I???EAoN?	10	9	10	0	5	1311113300	1	0
I???EAon?	10	10	10	0	4	1311113300	1	0
I???EAo^?	10	10	10	0	5	2000000331	1	0
I???EAo~?	10	11	10	0	4	1111333002	1	0
I???EAob_	10	9	10	0	5	1333111330	1	0
I???EAoR_	10	9	10	0	4	2422444210	1	0
I???EAor_	10	10	10	0	5	1111333002	1	0
I???EAoJ_	10	9	10	0	5	2242444220	1	0
I???EAoj_	10	10	10	0	5	1111333002	1	0
I???EAoZ_	10	10	10	0	5	3003000021	1	0
I???EAoz_	10	11	10	0	4	1111333002	1	0
I???EAoN_	10	10	10	0	5	3311111420	1	0
I???EAon_	10	11	10	0	4	1111444220	1	0
I???EAo^_	10	11	10	0	4	3000000224	1	0
I???EAo~_	10	12	10	0	3	1111333002	1	0
I???EAoIO	10	8	10	1	5	4422222024	1	0
I???EAoMO	10	9	10	1	5	2244422100	1	0
I???EAoBO	10	8	10	0	5	1111333004	1	0
I???EAoJO	10	9	10	1	5	2242444110	1	0
I???EAoNO	10	10	10	1	5	2244442100	1	0
I???EAoBo	10	9	10	0	4	2022000034	1	0
I???EAoJo	10	10	10	1	4	2242444110	1	0
I???EAoNo	10	11	10	1	4	2244444110	1	0
I???EAoRG	10	9	10	1	4	3033000021	1	0
I???EAoRg	10	10	10	1	3	0300333012	1	0
I???EAoBw	10	10	10	0	3	0000333112	1	0
I???EBo{?	10	10	10	0	2	1111333000	1	0
I???EBoy?	10	10	10	0	3	1113333000	1	0
I???EBo}?	10	11	10	0	3	1111333000	1	0
I???EBor?	10	10	10	0	4	1133333000	1	0
I???EBoz?	10	11	10	0	4	1113333000	1	0
I???EBon?	10	11	10	0	4	1111333002	1	0
I???EBo~?	10	12	10	0	3	1111333002	1	0
I???EBor_	10	11	10	0	4	1111333002	1	0
I???EBoj_	10	11	10	0	4	1111333002	1	0
I???EBoz_	10	12	10	0	3	1111333002	1	0
I???EBoN_	10	11	10	0	4	3300000221	1	0
I???EBon_	10	12	10	0	3	1111333002	1	0
I???EBo~_	10	13	10	0	2	1111333002	1	0
I???EBoNO	10	11	10	1	4	3311111420	1	0
I???EBoJo	10	11	10	1	3	1131333004	1	0
I???EBoNo	10	12	10	1	3	3311111420	1	0
I???E?ww?	10	8	10	0	4	3330000202	1	0
I???E?wk?	10	8	10	0	4	1311133300	1	0
I???E?w{?	10	9	10	0	5	1111333000	1	0
I???E?wM?	10	8	10	0	2	3311133300	1	0
I???E?wm?	10	9	10	0	3	1311133300	1	0
I???E?w}?	10	10	10	0	4	0000033311	1	0
I???E?wp?	10	8	10	0	4	3300000202	1	0
I???E?wh?	10	8	10	0	5	3030030002	1	0
I???E?wx?	10	9	10	0	5	4442222020	1	0
I???E?wL?	10	8	10	0	4	3311113300	1	0
I???E?wl?	10	9	10	0	5	1311113300	1	0
I???E?w|?	10	10	10	0	5	0000303331	1	0
I???E?wN?	10	9	10	0	3	3311113300	1	0
I???E?wn?	10	10	10	0	4	1311113300	1	0
I???E?w~?	10	11	10	0	4	4411111320	1	0
I???E?w`_	10	8	10	0	5	3000033002	1	0
I???E?wp_	10	9	10	0	4	4422244010	1	0
I???E?wH_	10	8	10	0	5	0030033002	1	0
I???E?wh_	10	9	10	0	5	4242244220	1	0
I???E?wx_	10	10	10	0	5	0003300021	1	0
I???E?wL_	10	9	10	0	5	3311111300	1	0
I???E?wl_	10	10	10	0	5	4411111320	1	0
I???E?w|_	10	11	10	0	4	4411111320	1	0
I???E?wN_	10	10	10	0	4	3311111300	1	0
I???E?wn_	10	11	10	0	4	4411111320	1	0
I???E?w~_	10	12	10	0	3	4411111320	1	0
I???E?wMO	10	9	10	0	3	2244422100	1	0
I???E?wLO	10	9	10	0	4	2244442100	1	0
I???E?wNO	10	10	10	0	3	2244442100	1	0
I???E?w@o	10	8	10	0	5	4422222024	1	0
I???E?wHo	10	9	10	0	5	3313311130	1	0
I???E?wLo	10	10	10	0	4	2244444100	1	0
I???E?wNo	10	11	10	0	3	2244444100	1	0
I???E?wpG	10	9	10	0	3	0033303121	1	0
I???E?w`g	10	9	10	0	4	0033300021	1	0
I???E?wpg	10	10	10	0	3	1133311040	1	0
I???EAw{?	10	10	10	0	4	1111333000	1	0
I???EAwm?	10	10	10	0	2	1311133300	1	0
I???EAw]?	10	10	10	0	4	1111133300	1	0
I???EAw}?	10	11	10	0	3	1111133300	1	0
I???EAwx?	10	10	10	0	5	1113333000	1	0
I???EAwl?	10	10	10	0	4	1311113300	1	0
I???EAw\?	10	10	10	0	6	1111333000	1	0
I???EAw|?	10	11	10	0	5	1111333000	1	0
I???EAwn?	10	11	10	0	3	1311113300	1	0
I???EAw^?	10	11	10	0	5	0000003311	1	0
I???EAw~?	10	12	10	0	4	1111113300	1	0
I???EAwp_	10	10	10	0	5	1133311020	1	0
I???EAwh_	10	10	10	0	6	1313333000	1	0
I???EAwX_	10	10	10	0	5	4224422201	1	0
I???EAwx_	10	11	10	0	5	1144444200	1	0
I???EAwl_	10	11	10	0	5	1311111300	1	0
I???EAw\_	10	11	10	0	5	1144444200	1	0
I???EAw|_	10	12	10	0	4	1144444200	1	0
I???EAwN_	10	11	10	0	4	3311111420	1	0
I???EAwn_	10	12	10	0	4	1311111300	1	0
I???EAw^_	10	12	10	0	4	1144444200	1	0
I???EAw~_	10	13	10	0	3	4411111300	1	0
I???EAwNO	10	11	10	1	4	2244442100	1	0
I???EAwLo	10	11	10	1	4	3311111420	1	0
I???EAwNo	10	12	10	1	3	3311111420	1	0
I???EBw}?	10	12	10	0	2	1111133300	1	0
I???EBw|?	10	12	10	0	4	1111333000	1	0
I???EBw~?	10	13	10	0	3	1111113300	1	0
I???EBwx_	10	12	10	0	4	1144444200	1	0
I???EBw|_	10	13	10	0	3	1144444200	1	0
I???EBwn_	10	13	10	0	3	4411111300	1	0
